beta,alpha,theta,f
2.2294122868870523,3.0822377842299957,1.168369988701374,4.920679856698962
1.9485232507014765,2.276925352052864,2.3816163816974885,-1.2673871533951762
2.793766526240232,4.167005440737971,3.324229073235301,-8.654253252316948
1.8034523191978904,2.4798848639639086,1.1130674289532854,3.779838986719042
4.218673864165105,2.1590966458445666,1.0280716701844952,8.922963050095234
2.957096748641397,1.539850171144583,3.1942821434045,-1.5900699943723466
2.3715920619718163,1.3705486510502791,4.953056594953912,3.146324105473352
2.395946877911883,3.177314839423567,4.154528721295691,-1.6339920576502074
2.3147537277698853,2.791458931418969,4.603762601412825,1.614239579050166
2.8240099704706685,1.088599505745043,4.412469714159876,1.915754175610616
1.798718240244547,4.650212946883535,3.3875357731553963,-6.314003516263168
2.1192958708524245,2.3481014271013643,4.218337754807042,-0.2404586704726765
1.5356127441541698,4.487447209881365,3.770739695061784,-4.035950366130456
3.003955399223839,1.5208563610826,2.609576613307621,-0.9331875652539388
2.403827661879733,1.7192170946387182,3.091650973808483,-1.723721185075996
3.005714412323253,1.0137508218652886,4.83602246922316,3.381472304624724
4.647775988234499,2.528848944216051,1.750240583282773,2.549974444429037
1.3697245398526403,1.971929466367346,1.5841501204209791,1.3336570128244043
4.576584643851351,4.341586006233419,4.6944657231519695,4.220475116467081
1.7315070464283973,4.633279330804648,3.992500360058552,-3.55777147574232
4.931222152577197,2.783278661059247,2.161030970227376,-2.707489443140965
3.3365566230856207,1.97287647937198,4.965950210948308,4.987824479667846
1.3516396552851728,3.005940235543417,1.015250982490559,3.4944657061710647
4.096501932007762,1.5926916042618011,2.426965556231253,-0.8316716815859556
2.8655146857350604,3.121820709834494,2.5888250791972207,-4.747878651621969
1.4255876827468956,4.570451157481498,2.6767517937247947,-4.398642119290374
3.8297849348389135,1.9123852819786944,4.122200949720153,-0.2461609907831004
3.541825461885885,1.664205905181762,2.856180209055146,-2.114049984959184
3.245332370790321,2.181341770340969,3.2186314118859896,-3.812849717376032
1.3447837725623275,2.102843975886712,3.778698603755772,-0.9283170639580344
2.6295033975269506,4.110777597193522,1.1723790711169442,6.823081397122348
1.1976399750271225,2.210085494229729,1.3357569487275436,1.8140503489736264
2.297205771251807,1.8657306380351424,2.4260493897619964,-0.9375720611743532
3.032014424789645,4.183371511110787,4.698479646713411,2.8555935304646805
4.770063255169344,2.61607154972123,4.7576966149431446,5.335255962417268
3.020972009724165,4.80867824857704,4.68268201064426,2.589485825313321
3.129052405069566,1.330907727696994,1.1403680252980275,4.866723655554279
3.4594440191949007,3.783088151219369,2.4805970342138206,-6.871491771047874
1.7186906099004489,3.9610591252157774,3.779460910815449,-3.7504994801538367
1.7841326366092165,1.7769937682459358,4.1520041469273,0.0990302692545107
4.67370715088785,2.341581448113451,4.330610461645215,0.5963342735902251
2.715124450595298,3.140251648857212,1.2865703155464812,5.105988130094194
4.866442658937329,1.754363578381548,2.6331456978591965,-2.591085908051808
2.6750935042535557,1.309311020002455,3.1341508603215025,-0.8273389153082866
2.3479266691724554,1.7129664248863596,1.750538402730485,1.628904741389567
4.218118746677218,3.721430105571467,2.887975731935779,-10.977173976147222
4.23559084468511,4.696963229305813,2.068651548662774,-5.264831947799228
3.1796098324285063,4.687886650466764,4.460581409568732,-0.5342065002838587
4.628331357124777,1.692754413731401,4.234973802462699,1.0284378517531934
2.578219690320542,1.3936170733223086,4.691985320844539,2.504913388026969
3.4803210777992124,4.429284894793666,4.770183824100505,4.370751970175215
2.6738158487048977,4.297975886506624,1.914326178429477,-1.1968354209786685
3.9038299500586326,4.802636353906465,1.0320516948386151,13.523003850608731
1.7318347533335134,3.455919654610802,2.058106728651071,-1.070686173915674
3.695035611485026,2.156493368279935,1.60412840660186,3.429484119138038
1.9046868385405835,4.839333267464566,3.525141662919952,-6.643012240783415
4.881010271996436,1.9759056214932231,2.4051643447603746,-2.264269075061948
1.8567794373773232,4.0396956330336025,1.7149530303739131,0.7792266068541971
3.4272968346304964,2.682564675353755,1.4219947012589822,4.790327812880531
3.4539162657104745,1.6760920776346024,2.459374907448122,-1.039431766043605
1.0835623171235669,4.074620370644201,3.576099069619804,-2.921282083152437
4.620063822318434,2.1458211446285005,2.9584033922540707,-5.127885808533305
3.531135024640535,3.3770494620390403,3.785041165080653,-6.009095398386744
4.133049057514178,2.1411060662288004,1.0101335987711328,8.838641016005893
1.7689003505246634,1.1786371873079928,1.2816357572363115,2.3634025277555457
2.2970460528849928,4.270732613015115,3.482511297514642,-6.9484334549391
1.2779779908550934,1.8171458608254776,1.7288115429372164,0.9125487766624306
4.162904225030779,1.0591189311320917,2.036967782393539,2.1811881121475936
2.2904040084658184,4.807235711821308,4.094214591629533,-4.090720213433756
4.370984765063551,2.863398335181675,4.216512497720622,-1.584100787456487
3.4484457704678344,3.665045878169874,3.3161645394732555,-8.99817023697417
4.014882519144215,4.148613338246863,4.113628163413651,-5.372870514226213
3.17371525975025,1.5388152205014989,3.4163750759687472,-1.526828153788766
1.7420861601884412,2.3241370560475687,3.860529245132688,-1.3046975212079923
1.7136099305178552,2.4824799493339507,1.3592534684887587,2.6068168971311976
3.0756585226291717,3.702131567906402,4.1937164955985216,-2.568940732369383
2.4123154930998867,2.302495236000582,1.6846606315670978,1.7812395928410174
3.7595712483290806,4.33255750086998,3.806884098683355,-9.055239068917404
2.085022828955086,4.545322189442909,4.514064085412869,0.2177749359839172
1.5871819678632746,3.054965315879315,4.249820666302843,-0.5765789501948493
3.4733962863134424,2.5745491085647703,1.010383838800844,8.22661613196575
1.165782364199237,2.1401835632889488,2.6682459343634437,-1.0548759803642112
3.2604268039720163,2.61391480879764,2.6089839898899383,-4.081563226239821
3.8351270804411786,1.674415192306475,2.3224567892361723,-0.5498768323262488
1.361359065874164,1.923605922159742,4.435600464244541,0.6457476218948769
2.4832979312794654,2.1083347863229625,2.260119713482662,-0.8466381475388629
4.754196217803861,4.641802522219114,2.26518639344224,-9.367514617236887
3.2765379616630623,3.844124667052176,1.6080232259567957,2.807757809875677
1.427355515884249,4.004712159742311,2.532714728330519,-3.261545244729617
1.8878920524520897,4.455828104655216,1.3632393925879742,3.6213771720912695
1.3307019430222988,3.748863099191841,1.654469730675059,0.9137740758873896
2.7064777049329902,1.051588911571689,1.1089949464522042,3.9745912050266017
1.5935144125527023,4.204752692522138,4.564091792399808,0.6035117502370063
2.6017605107654798,1.1412471776545257,4.288990043543354,1.381808879732789
2.33909386597773,3.2464070970791274,1.684669395062348,1.4762491226431744
4.0740996051711145,4.954287330367991,3.6700320138025737,-13.3569259520648
1.180167966826991,1.6557175466749494,1.6608747782453546,1.00439037663458
4.802130911567729,2.9277630172592657,3.025865412859209,-9.163327399887988
3.8889657502804846,3.531524502996277,3.729970026435909,-7.535538667645882
4.442557118269173,3.0669375546488107,3.241110405893386,-9.115074065860098
4.263463154571875,3.458002814599797,2.4382750331159744,-6.981084996068772
3.6578359297583134,1.1877841162957283,3.472891382707085,-0.4506206943404221
2.375975891035948,2.7032936391261093,4.857493074604818,3.3047066332451656
4.795254901617691,4.417871270844087,1.3119657398620403,10.21751495311204
1.9217780222374148,1.9505214394245072,1.1779274874126455,3.35684296782601
4.064001877611475,3.2298414461626628,1.2517117996294744,8.181619969183984
4.334410069821362,4.528219429681442,2.745418676335233,-13.77251191068139
3.4306968592676745,3.2717263115246,2.1067322338997743,-2.300947052979864
1.5208619472428495,4.616277487388733,4.415202234517679,-0.5350258002954108
4.69833929334135,2.472611709043181,2.4667649916060816,-4.372516061699512
1.7409121684411004,1.5791951510079762,1.129861679261995,2.914246318000824
4.157934797654635,4.116332640147881,1.345796898289243,7.976489425069367
2.8657826369895942,1.0866047595098496,4.644841206812831,2.655600608397892
1.212951210694913,3.1610710554939967,3.86039731674154,-1.672661109346565
2.731307483270602,1.872727865785792,2.0046125906714405,0.5812875504421885
1.5976038872236171,1.1121528180996516,3.3122218690877565,-0.1533735964644567
1.2791690066276118,1.7939225783423516,4.306052228171665,0.3721837478927724
2.958277056225461,3.997474281934324,2.705513930894824,-7.760656377287174
4.358685270831882,1.963779113667252,2.053817051607171,0.3831727160218495
3.581326476843335,2.411132712752618,3.689407952430128,-3.790111240325489
4.893337581894378,2.6639366068249686,2.4531580378927083,-5.173248175592011
1.062380865479963,1.4267691431532268,2.757998845297704,-0.3432335706696522
4.4809043464469,3.121819057229337,2.481694522083344,-6.5708329543499255
2.7645715192646168,1.739274937678621,4.003774327138068,-0.3646187351379044
2.1530520432871616,4.31833407443291,3.5044642792015304,-6.539099082957879
1.3508951587667433,4.6308815921499775,3.387798066883465,-4.7162908878007
3.522029876324267,3.5677690673374824,3.085386292100077,-9.023915957108136
3.1171149610648907,1.5513027078348514,1.7710688442893674,2.1551402753677307
4.059077023166186,2.044462317508268,4.485575067461532,2.192929355095776
3.6130499369102136,1.2050186083558845,3.563526975111788,-0.3589083137685363
3.521685303761073,2.429662175564191,2.8305570652431338,-4.62425469902675
2.306461506481504,2.2305749994983053,3.729771977764204,-1.9737126858228788
3.796715125021597,4.016164063366332,3.995591641462194,-6.220968697335328
1.3950282444379396,4.363168131165959,4.504879405142143,0.1410159288738774
3.07652535497997,4.450050714800714,2.121498986094005,-4.08762490599452
2.0422388589147435,4.167429046480152,1.054305780968957,6.245182338953897
1.589782037376608,3.871697898671093,4.690052560224924,1.4523093237523628
3.4579334531639225,1.7551908511457852,4.0574590461614655,-0.2389196878997187
2.4672022155267355,4.4230580844221485,2.1339503540782543,-3.358541406270433
3.457821122098574,1.1281987542069023,2.034390349621072,1.713378902629611
1.4444331934698584,3.6721997657956433,4.157688581636618,-1.3492535970613853
1.4171398164667326,4.243606009527366,1.9196544910339983,-0.6385214201404189
4.421474811416761,4.752697356878788,3.584110621374406,-14.568317071902229
4.974542926612517,2.494643443658826,3.345051195951582,-7.1792004508319165
1.3025103786107417,3.412532493614571,4.791025869830492,1.6516801401528824
3.570200024020636,2.6945954520243958,2.656161963536516,-4.938657057654101
2.343259985979965,3.1630317455581887,2.03493246380658,-0.974638514012591
2.8875983218556898,3.643360130670376,3.287526642178364,-7.52113418913077
4.310192657189841,1.8414909146261544,2.20304900582638,-0.3803912876120215
1.7236303702057405,2.1459737003750985,3.012715498792609,-1.944559744940867
2.60270967703736,1.8268237709045525,4.753124380462781,2.796340392814519
2.325200333243688,1.952440732311468,2.470297724044914,-1.2295520837462166
3.5750630868624054,2.955067996865889,3.131680725343018,-6.988972467840066
2.923557885918311,4.490220456225881,1.934276286033266,-1.7436201055740956
1.806098030021733,2.94977800914225,4.4239876091738655,0.290825464189623
3.1814036547106337,3.2890220376006365,2.1513320666259155,-2.55764634100506
2.6356270362498533,4.714467903425211,4.63331959773671,1.6541675921301424
3.5676821317688736,4.069853011047278,3.492146688386702,-10.069194496860623
3.973576083984885,2.363949985944752,1.9029664973027824,0.9104533007129298
2.3299095434236787,4.825618405306038,1.6777679153695746,1.1294932003447378
4.380102176474555,4.294602047080529,3.8789045697275655,-9.545124204430074
1.8607766989423888,3.279049436241941,2.279329370862289,-2.109646227681302
4.500001918976974,3.773252913273957,3.7649893861523513,-9.285774590121228
1.2186052585353735,1.5495318633378288,4.719492961537216,1.2320193636952914
4.053264596582359,4.1989083476124645,3.053022153745093,-12.89930969867134
1.2584114749833266,2.823536769422164,2.225442830071659,-0.905039295213647
4.950919249292638,2.161387252952485,1.6603599340602888,3.99379300497937
4.883780580505047,4.329704363342136,2.6618692859034074,-13.874716751556836
1.6673522159468162,2.36828135921263,1.5086538845183584,1.91257985183238
4.093384910361092,3.2121729202677423,3.1020272675433924,-9.044985007115264
2.255899730020676,2.1127440856704296,1.5483988636918782,2.362640223364559
4.972030109694491,4.123809550714723,1.1417129686342578,13.50233897674036
2.733146718820045,3.803658485954684,3.4084730289464424,-7.294775526233356
2.8584760391155077,4.1168161933346825,3.2751611551368467,-8.804528214785677
4.180584234407252,2.552618408220192,1.4684939620509572,5.270394126158432
3.197629636145272,4.227371563498476,2.604294862695049,-8.415243943633097
2.676062038140389,2.86124838634569,4.160303985598455,-1.3396918667637252
1.3106721155422036,4.242444408290646,2.0515214639367487,-1.2606053270420738
3.430185035441812,4.801156233102367,1.8583791741311055,-1.2409612477408458
4.876393560624038,4.002538136534307,2.292621129746664,-8.02019946802868
1.282225459891206,2.1777120798522653,4.916502752922116,1.84822664347361
3.0820762933618657,2.3271467279993607,4.883449391172268,4.30302259211052
2.147282887024994,3.1852878889331198,2.7460754354778385,-4.164387645887572
3.825679826652408,4.138927209765438,1.6808637243688502,2.086366388047479
3.070408398538059,3.0187056923893056,2.438168591212336,-3.998166551207158
1.026504612040339,2.6640897440419185,3.081386084379976,-1.7032408807306252
4.626739852884708,3.083903678092864,1.0112767900715576,12.200118458320532
1.7024955545758391,2.706361534065265,3.308730105176621,-2.8408665556923185
3.400625838033996,4.772522854482096,2.8488633847352154,-12.138530860575235
4.165278270967231,1.806160927891,1.6442420485481706,3.613230772786917
3.8152963339633823,1.904864025110871,3.991645101431965,-0.980924486726604
2.6111096430999234,2.931624547710069,1.068395919569776,6.297127619006445
4.37321724426371,4.779312991273867,4.378730278879603,-2.4718964315319245
4.016702998484488,3.617818343651468,4.458853847338746,0.3717505260543725
3.623344872611,2.7505178350469848,2.308951734594721,-3.08307187430818
4.446495213463663,2.23606478462409,2.2553759561388254,-1.840714649399456
3.623368627835192,2.7987737259567464,1.2212141227426816,7.096711194358929
4.823915497038428,2.0404126861744487,4.9892792185411095,7.514593139644485
1.2120266684164989,4.702210184953596,4.356248856875647,-0.7750531291287778
4.178555377825301,4.06326861458097,4.2643229909419125,-3.176965785785554
4.499305038699083,1.9745569383299568,3.89091873522613,-2.005196523599901
3.115605360636476,4.657608116022562,3.1137587986347985,-11.390042705929098
2.9632465874844063,3.1300647620531783,3.2336958984789645,-6.272594339641947
1.7328641887009413,3.82441910553177,4.514679426962253,0.4311231274420092
3.4159865827343623,2.955797132653946,3.528757952398959,-5.933630462801768
2.0387100668256126,4.581384074026463,1.28999443032621,4.627100568930348
4.582004958678176,3.298485537281252,4.085815871734507,-4.280236358010793
2.0855949774499027,3.906394099721013,2.5048964143298504,-4.465242792009569
4.399289564128162,4.499374153313323,1.6495898477103852,2.841260009039282
4.357509986894529,1.0077784886872414,4.113028868794116,1.880256010580428
1.2572877350946627,3.820348813520432,4.206047787252401,-1.0722096474100056
1.8929394143296083,1.1837946125921102,4.002173420662542,0.4319104602488167
4.819264408599446,3.7172685306607183,2.6187412917939943,-10.7018380625386
4.446982305049935,3.516102733587608,3.627146827989144,-9.381794595138654
4.993286996861676,2.0828445057431675,2.226946076495176,-1.3515943861942314
3.800165987074106,1.6919347532960796,1.5793398203863245,3.745235127833474
3.586655862382212,1.3643403366759737,4.065763479080543,0.6383874827844374
1.884410909772764,1.4112305300353505,3.9329511684991423,0.0152162256902484
1.850076969980944,4.152219251225096,3.4579385563945038,-5.450659858188281
3.252864744888843,3.580798673107178,2.0270986120328742,-1.8795492429540115
3.8220123612824777,2.02904807658711,1.7457216776833282,2.472365669897289
4.486721023352216,1.0998104388092735,1.077849196093346,6.821865960666739
2.1173472622964367,1.7784877700192214,4.075172777842702,-0.1230804281406622
2.2456393823211647,4.603868446697238,3.172625025639668,-8.088011220617094
3.506421064884353,2.691019146320074,1.5158075277978296,4.025025467283328
2.338763775895573,3.5463172596272647,4.258151859324559,-1.3004512852875862
1.79159660715185,4.225165540554393,2.200168485297421,-2.6642656796902373
4.967760422248612,1.6969450733702427,2.6233913144880248,-2.355491872873276
3.7583419492843535,4.390443994855763,2.932282782777793,-12.38231066400928
2.8142615073956967,2.8347541274977264,1.5783828990953892,2.753738391044205
2.152313580272459,4.633556991116805,2.111308908020097,-2.9794804631458462
4.928254362280651,1.455822399634168,3.5588993067802672,-1.630706890721057
3.232536615640354,1.5858944576180152,3.500270851663456,-1.5676856730075657
1.266327640944343,1.1237519839602834,1.1200186446397935,1.8862965229628117
4.072683286150806,2.9861945345173364,2.4537823158591983,-5.324004117498717
3.904916716496099,3.811310272254631,2.467879330232955,-7.726183898263171
1.1488642010214916,4.155631100076725,3.065144292194314,-3.611447180204301
2.4702434939652105,1.320565153386816,3.3127049996274005,-0.7442339161561645
3.364644754916432,3.865833151077135,2.442283376509822,-6.5895618027348375
2.4391028741309837,4.141580617847523,2.915062414220457,-7.404554583220518
3.12993956177654,3.5037726885262512,1.864657942348072,-0.0465401589037119
1.3384692908147793,1.586078042154091,3.915288130935124,-0.1801235882911391
4.3533127727163095,3.682731059721109,1.0537450171903535,12.27827542883798
1.7698617039398918,4.244946801765408,1.951735006939029,-1.0234001718742525
1.5019610565221382,1.7654152211731229,4.1961003351177855,0.1929904192170238
1.7436761287353315,4.882721866948907,3.0253883402139534,-6.712790708255123
4.752591017646143,1.1669065819926874,2.0686977561424014,2.1039980375030227
3.550781248125072,4.962296003503006,2.1117098020458003,-5.522110546840757
2.540526734092024,1.2361046899186876,4.683791983830478,2.45073419518744
2.8645772429472007,2.3635356668777705,3.480249116822055,-3.5213997482250483
1.1774537868320838,2.3684945597656,3.077150021701872,-1.6055503821952124
1.944754507156063,2.4595807032195225,4.046359638847077,-1.01068542977994
3.896433046746176,2.1703087517866657,3.202700833006689,-4.544245505922861
4.699219689196313,1.0509991603679645,3.962750010551485,1.3339952937846409
2.750132822846032,3.3550406212926727,3.4683858850977503,-5.988360574668623
2.0543239935786337,1.318659969116997,2.453496827572701,-0.0382262850582819
1.975126568933644,1.410622914578764,1.699671011718991,1.6170543405202586
4.597326626129126,1.7720482472745749,3.26500940928985,-3.487392766845874
2.4147954548451214,4.561607572071687,1.848359475162041,-0.6035521215639804
1.8656327885279755,1.140423315024054,2.792938179800634,-0.133966873350656
1.1174145342915835,3.457844670463622,2.9860628118201102,-2.699793173301184
4.324882473579939,3.7437114000189498,2.6641935584836034,-10.05594914077843
4.020554588679882,3.5764864000200776,3.2141402739807106,-10.32108013589503
1.032757743985571,1.8331522576823744,2.5714739270408864,-0.5610097198332566
2.424748967279859,3.4558556143728114,3.5528921701722247,-5.2559933691862
4.833528944609801,2.1583603309621413,4.992064589056716,7.713355889236237
1.4207387498237298,3.4352484981074567,2.96884033459306,-3.3872062215194005
3.317167191985416,1.5507040234810332,1.76487669288209,2.325084199791254
2.8408138616098544,4.02896524716283,1.371578189058286,5.105920548724468
3.3630105532029857,1.751562618285579,4.495013263324647,2.092614037593155
4.912682856563491,2.8175417391142408,1.9571899283164145,-0.3035626167873707
2.8159538314140904,4.255052664371119,3.593521154447678,-7.963161069510913
2.87764409546315,1.8556056586578744,3.6825760771311673,-1.6996232025827949
4.171003738297671,2.649204781287692,4.284405830616608,-0.4150867439812595
1.0754063225287291,1.631030565982508,2.898694645649015,-0.6271250437812393
1.1458672226266169,4.325009204778372,2.6279212020037974,-3.1704436525629127
2.891032098442875,3.679342012489125,2.299433727154068,-4.191716918298752
2.8078201855688336,3.362186110216069,4.9315268633283935,4.860054838468555
1.532556617439031,4.96710182581727,4.2546267223149945,-1.8316660509658769
4.610609390562158,4.361356750593044,3.559294292976179,-13.769047673932407
1.2111935199593202,2.290632226787531,2.818321841206199,-1.4194955606276989
1.0296445859971022,1.942821681366281,1.0690715423718564,1.9917215035470732
1.3089086325136816,4.457111288747713,2.8961240097434544,-4.350161631861461
2.957529947026984,1.6971063732989728,2.3201333401232205,-0.4613449884777507
2.909388217549164,4.2161786219756845,4.039399018823429,-4.73665028199303
3.624284278172445,4.287713917236808,3.7811976168377583,-8.843863997341778
1.0829846154211569,3.871332030169821,2.814389955432308,-2.887170756695601
1.33481459662086,4.606910016939985,3.94586373802272,-2.930613247322002
3.100127308453532,2.8487404145894555,3.3741544973262645,-5.493580359075556
1.822036582066744,1.4604799373926327,1.440874628602676,2.1667926338809185
3.06621193971704,3.843659938191639,3.686982867618487,-7.009485319748513
1.8405638108151023,1.485622450907003,1.4055221987609658,2.2904319529143087
2.610235728052092,2.510810566976674,1.6248644993972734,2.2560559608661523
4.421426638687853,1.9885577900158564,3.739662634171638,-2.8447086743857497
1.5942117161412326,2.2372736693071955,2.782253048728928,-1.7446691836064157
3.014407958875006,1.82326484567841,1.0415237041975356,5.789401598014568
2.4490156095198627,3.0589240006805287,4.578670687372117,1.450267311434333
3.011528873030888,3.778914931414735,4.831658087364434,4.365632736229672
2.0629682426532248,2.056759379955828,4.953529627716221,3.0762478718000468
4.797916589189896,2.4199035265275977,2.5373248884653825,-4.756572960927017
2.2736132629839254,3.396036445351552,3.16767295322316,-5.445034453844648
3.0288191672670584,1.2477567838351895,1.7362216494760658,2.406486380905696
3.9678288524994016,3.999011540255394,4.560107975713892,1.5608542363006983
1.512293207167731,4.495720520560558,3.695681389667023,-4.269312666342495
1.2291210528371677,2.860176338240364,3.057338146805156,-2.273911314448176
1.1871642279432963,2.4494885806148763,4.83386499808924,1.539541700117332
1.4281654431775186,4.494011931284378,1.697443825203894,0.6174886295212243
1.5339045867333383,4.966822942931172,1.5066993529129649,2.021901564870756
2.1111618696726664,2.1702334378359693,3.972587657476669,-0.97756027519133
3.062363655533901,3.0104146371004004,2.4656979562137056,-4.12980436791356
4.443258144050663,4.250232003381158,2.8957526575869896,-13.873812657596922
1.5332083341294136,4.575041280052798,3.33026110186162,-5.356809811960081
4.923568598190213,1.802135621451466,4.360269367087009,1.863397369553092
1.7756429578014847,4.174328136286404,3.260288940879005,-5.584320730445197
2.058754949420361,4.067889556919505,3.477890764499045,-5.846900106022065
1.2826748168181976,4.063700521317973,1.2514168445275835,2.919253032457523
2.339295617615152,3.94358582205099,3.520973050585156,-6.229952005671189
3.0034021718540784,4.20852183289713,1.587220204339233,2.795815604039617
4.894255601164417,2.1463928253407243,2.167241491426599,-1.006452462474022
2.6057392434136046,1.2493401251987204,4.991139032823836,3.501491130577904
2.700148165331838,3.056807396055543,4.503584207301847,0.9892046897890509
1.030817585527823,4.2931478399952185,3.378139511138861,-3.2713991487493046
4.290986724143255,3.5729874999966738,3.948235751071416,-6.317373490817042
2.7964879375534486,3.881305478074737,1.2750205716930698,5.960240619779461
2.5509643326043925,1.8393558491348585,2.816001237315668,-1.8946503150586511
4.806833718184559,4.171423904983268,2.811170563189954,-14.159839766432436
1.4378977084282654,2.7549579308682617,1.936898519751291,0.0198197603107863
3.692332817571508,4.186775397624286,1.2724570927959746,8.236236956078423
2.7200364595121607,1.165553387906431,2.408482670590796,0.3641610661477283
4.075106158482385,2.513909580707223,3.150157353744001,-6.168966521933309
4.602051156367635,1.788811201474918,3.9571476166198014,-1.0408295512643349
2.135790756785256,4.584420286640631,2.366281233955569,-4.857230617113275
2.641889924213824,2.7629178565550627,4.816704298345723,3.4019411248178013
4.186132214120892,4.248134861861699,1.649766261480179,2.7832489753124885
2.7673403068277085,1.4009227578561203,3.605583793948751,-0.6996060637515977
4.880486492764621,3.741928219383799,4.755414598114154,5.6659964215732055
3.174922725039043,4.98743138946089,2.338676079991669,-7.824048856150059
4.824429472678734,1.1009251602595371,2.7582341689326064,-0.1013759443082995
1.951821416618884,2.0480195310729514,1.7435894146110449,1.2645358410304783
2.3768216122679697,3.906278178913634,1.208896673935112,5.664021884707465
4.2206277702571136,4.078482588295198,3.7714702704599024,-9.689802335706
3.855704957165753,2.862157535477352,4.0529090463737,-2.9058939477870163
1.3587268088683393,1.144265148216737,2.166409927339206,0.4864894527212772
4.575403038945797,2.1523574770979272,3.875544098300667,-2.736994732714966
4.484022962572775,3.884255191985,4.820796098626544,6.368463350565338
2.263209047493142,3.200195930645798,1.4598388070452877,3.065194466363539
1.0894714979815006,3.4443371949307995,2.2170534515531246,-1.1702978385574718
3.6317937608546393,2.4576160660027413,3.2284155955902563,-5.260140649965488
2.934908663299211,3.124943523577962,2.8127706440716205,-5.745141511943813
1.382183306042151,1.3269674132242786,2.028679896493118,0.5714127554438488
4.735700512900658,3.496499699002241,4.033060691941708,-5.667439575391851
3.550659978084901,2.1073877579125773,1.0247486245432222,7.436485874426212
4.127216439771597,2.025288073189099,3.651956471958275,-3.1663972261184945
2.243335226075614,2.575044077065891,2.125913475230946,-0.8012264637889306
3.872176856314384,4.601299864846905,4.946261127791235,8.001205924294071
3.857932148384855,2.004446419545033,4.950232707852584,5.679890073312893
4.778906945188709,2.8194896932445936,4.692895310663083,4.516264336666513
2.658380595500893,3.6454901925926633,3.76385175633761,-5.216256402508324
1.879025660941222,3.537731788714127,2.067677357360409,-1.2897395762894022
1.6256067359489057,4.053394736634573,1.4556186200465788,2.3828617776908323
3.124881361625385,3.626185216250653,2.317199726968518,-4.569169616004058
2.335712707824408,2.156169777342903,4.622475949704811,1.8835031974219545
1.1524725125019852,1.4961800729131025,1.983252184816422,0.4612662833949463
2.005522353304176,4.868997126750831,4.2370699657380095,-2.4631039253685096
4.901589483306301,1.8652233692852904,4.571744175386131,3.619971065678414
4.7701050236427545,3.918000757495164,4.235099747604048,-3.815244187721913
4.66846392903172,2.5069050792318377,4.939882059774719,7.307999927219348
1.133037403112696,1.7060888317259435,2.633072340820976,-0.5554267408081571
3.401930674350641,4.477189593987946,4.665820932889677,2.6929049447213185
4.633961470842619,2.2095113155394857,4.968138832383184,7.224077898433589
1.3016720405589457,2.3447696936253952,1.648486624289748,1.064790302631994
3.3311358340317474,3.6104379851092343,4.938983598087349,6.033096089852757
3.0942640571638718,1.7347197725274013,2.83695355278584,-2.026263538538645
3.3641588240590408,4.7767537454161175,2.3048636202186104,-7.400891142381612
4.43346824727716,2.8891706715511445,4.916369062447245,7.028177471572699
3.3282007295654723,2.930267102369059,1.485679959408662,4.157297605568074
1.5892517671890851,4.278184222524889,1.5578540052417895,1.677245602249595
2.786643813557109,3.4241491627023666,3.016216686064092,-6.680343380473048
3.7932036817138512,1.9223015601753743,2.0344074283672477,0.5325027446859376
2.806855071650681,4.677604713307073,1.6259133309841012,2.0835705024582563
2.76781291207276,3.84540108080204,4.649401694335952,2.097860332920738
1.116863105247595,3.9036114067314616,2.8138118363626314,-3.010816905073971
4.840933148763643,3.708486001684125,4.287007998162615,-2.5674998161072056
3.2827249585370204,4.581540806803732,4.4680165938108924,-0.356149110563718
3.531850358507304,1.1347231892962606,4.992913433188135,4.641413119910716
3.9110483723377936,1.1455441329525478,2.552032053447098,0.1871077875178836
4.332246960789648,3.7121103942323854,3.0190070222256664,-11.628850899519817
1.0127422386603384,4.942748003181904,2.267222742189696,-2.1983349936186727
3.12891249286044,2.153147032710037,1.9484702302142745,0.6445778704784301
2.4043877800461084,2.310145263469732,1.4002630956645747,3.347027602457143
3.167354807045688,2.601591033734225,4.799105819067984,3.881020370784456
1.4484548929092895,1.1605967217775968,3.9946773577609433,0.3428768250834993
3.777788628540241,1.9233472536641505,1.3657068543276716,5.25754397530714
2.310260647679457,2.659155763325027,4.184262298429457,-0.7854690200571002
4.862588619647275,2.3142832756071825,4.092333140070448,-1.6765482505101064
1.9794107481586023,4.018126842601574,1.5965104636199476,1.7749152953855487
3.680300412941544,2.6585883973597437,2.5526062916838463,-4.455472596456194
2.926611243683477,1.6799175641186022,4.022072696124306,-0.2041010674917844
3.3177199268123934,1.9576597573407648,3.7652119400164703,-1.9547005477329549
2.4655682029158124,4.486686578059274,1.1846498870574609,6.631841508150335
2.251744767575695,2.108840305748835,4.598143893968133,1.710423308127177
3.754941796736293,3.604775824703885,3.690708901912007,-7.790842327468725
1.807974209506661,4.47190805525331,4.126850196427764,-2.6602410424899468
3.5834546608414097,4.924020021462548,3.3321599988146478,-13.742119100166276
2.0795954350673758,3.218190836458393,2.0510185048196616,-1.012196673695034
2.188987314442059,4.280130824479077,1.7151413142221337,0.8412885672782056
4.592404553197848,2.5340780120056285,3.2914075793440207,-6.914751802084605
2.549667794759609,4.539248507264645,2.189701694503307,-4.16467174026112
1.5973565739111288,2.529213877776624,3.493352813335715,-2.195317906625402
