omega,c,d,k
4.07404047160175,1.2310717650937382,2.457828702430203,3.0525349102411243
5.35542404265329,1.6907879031733928,3.619329472151029,3.0461575453159417
5.2246152405669735,1.4720300261728343,2.243358552228507,3.2613072256275824
5.218700766497813,1.170033651418164,2.617467439214656,4.295776330684343
4.910163484305759,1.5318767480884838,3.496035331911389,3.076784144472973
4.878558480090746,1.4932567486283037,2.879141264101254,3.079456987429844
5.158355637344195,1.069339542154838,2.965704735913091,4.706123261670325
4.204943444119659,1.5015202685216156,2.227962451425991,2.419556086929009
5.30118873550099,1.583422598011872,2.138018503165,3.00824169355227
4.377854102689939,1.670290980885695,2.605159952493921,2.327119563322435
4.260298993512061,1.586583096228842,3.850761340453012,2.5582669810197887
4.965637495462243,1.6082455852929578,3.075508665393979,2.9137447496826407
5.5065493381951525,1.0247065615408495,2.640182266269433,5.240384678749052
5.491052772775371,1.8595648152467497,2.4103411080303614,2.6496486844569933
4.554802994306662,1.2914947235221,2.094160619170334,3.191800843735363
5.237731563193379,1.6117341027153973,2.734899011300869,3.0399582375724354
5.722540986485931,1.2042750873646368,3.9562452060459687,4.685035642640549
5.290902720315776,1.0865470241422024,3.761795726500134,4.797316494420629
5.13052908747197,1.6780465819163988,3.510500386544922,2.923538696924448
4.339928142092262,1.294164580834967,2.9316611516710807,3.177631854657268
5.52930535166,1.4472322282658632,3.183251610683473,3.690940151756177
4.231014183179876,1.7665267002638292,2.4299385141315613,2.0161869326785933
4.2061956483139245,1.6142537721343633,3.70831291453489,2.464093066824211
5.471556620655983,1.1772265266625856,3.785537096888599,4.573145797872921
5.296927479405049,1.2831734722027206,3.9397641111039374,4.050240247527433
4.955175376412239,1.648283066833499,2.806881275719681,2.7901460316544933
4.300361562974901,1.6943652757458971,2.8591336978050768,2.287856596456956
5.17713197398895,1.392816956244689,2.277044981038711,3.4514837882459437
5.0934720012653285,1.5147681650761815,3.872980245171175,3.2632370297565583
5.247250235054491,1.7349917376240742,2.4190246831422786,2.731329908316086
5.032765586987535,1.860136963415974,3.981793723235169,2.5879926980382475
5.78968426777338,1.773848603824717,3.006063450245069,3.092072585533744
5.325794327334967,1.6152677057777756,3.347473671245303,3.160772230168721
5.283661339409814,1.9630007214037235,2.7865768063541205,2.444137526257663
5.743161405699494,1.1796264361393418,2.122816005720201,4.638251319877351
4.1406334207714455,1.5691440704022228,2.398195949907357,2.290662130035183
4.871287231648431,1.7139718400599349,3.250494467379569,2.672721896945292
4.020246089653419,1.8664400995480288,3.832206188878184,1.9918617607195792
4.031472331335578,1.7630697354047475,3.923778553532258,2.141865403300256
5.967493329018551,1.2338758363889952,2.4013551670584814,4.656075499867958
4.526187518375715,1.9078542615367915,3.044213175710424,2.136180463159944
4.904660191397463,1.2887837335169254,3.4910474537539216,3.697722896934247
5.401478841938467,1.8067153412613808,3.6211140593939417,2.8610182620407416
4.020709493928775,1.8337104342261676,2.77861896035199,1.878681922958463
5.152108874379851,1.1554006488827309,3.353949629433667,4.359664239397418
5.34441599537801,1.1254917829477062,3.0480624654515305,4.635309539829846
5.388340461443828,1.5126369509078603,2.241946095240269,3.275027244875907
5.8557337453805705,1.0994182523739362,3.3128115213780784,5.241108815467971
4.7174403674150005,1.9240921267899276,3.0394357266072687,2.2232517755153234
5.440722998108383,1.6573821474167558,2.5374037501461224,3.040284946990832
5.203484404763826,1.690942024191482,3.510760437744981,2.9442889029746766
4.4532504074220425,1.269367179409859,3.3740653427260385,3.3824298859137127
5.718449113588877,1.872630966808006,3.617008151140016,2.927571006209122
5.051003465610972,1.7424627079784414,3.050127949237443,2.709614373345994
4.317729356251287,1.209473068119705,3.3748112812206514,3.4464195092939875
4.682479590619072,1.6940557418647315,2.816154116021249,2.528947664278389
4.977551977653905,1.9317402157401893,3.5737663550510006,2.422130574223906
4.09252128121219,1.043830546711031,3.562951396078243,3.820240335059927
4.298917312152928,1.2985497680016809,2.037974197521629,2.9297529629207437
5.50564728845711,1.3821299013472124,3.622828165142148,3.887918277726163
4.774400052578636,1.001069482256051,2.393196093819688,4.585083072398686
5.246979420652284,1.751730947100246,2.2396654145612347,2.6465647005268145
5.469838727617478,1.1451593594559348,3.093524097588346,4.667280704875714
4.457813696022678,1.068622306512725,3.979888399889605,4.096186905883812
4.869924266889031,1.5806464977130172,3.9675271498142326,2.977479882812028
4.823372648494038,1.342563915123424,2.342571635074089,3.332967897513343
4.474516804741866,1.249975438119226,3.706022108630682,3.477864537548197
4.837221449760891,1.7472382921788647,2.255754058239683,2.392686659678568
4.879088597266182,1.3475191238604836,3.5319737250330583,3.5098412031969826
4.760514638567428,1.5657412157136146,2.3265032957697267,2.72410065710948
5.209270091196549,1.628286905042356,3.617070413842421,3.0790782453587724
5.120295159144746,1.716193819694615,2.768009808291352,2.759209205348757
5.129914758573708,1.3009165157893134,3.38476739486107,3.8325194974385
5.484468163546783,1.119875638364244,3.897450847254612,4.830599769236266
5.640607041727236,1.525248068624398,3.813057492546622,3.6052113322854793
4.994210814258997,1.033851350521502,2.54160777722782,4.669867909340957
5.721703413870959,1.67921617532691,3.6236551091987783,3.295224867452122
5.39210240205487,1.724982363061745,2.1364995666440056,2.758439248440298
4.580640802196901,1.8251478255270688,3.9464531801525062,2.380142029709157
5.691411071661374,1.3215907610093836,3.897792798978675,4.230388944593912
4.581498334646154,1.2310011679022694,3.6898688092282255,3.623070901190456
4.881012534776332,1.386423231042853,2.772307599458107,3.333215142190199
5.503262178326837,1.9377329611591996,3.789004716054849,2.716326857726613
4.708386948678535,1.107164373564156,2.4612928583252023,4.056583572827574
5.665271110590163,1.87467448522872,3.0510741175178664,2.8411764870771345
4.680559225364211,1.6849073399387229,2.9274411000496467,2.5622748657115237
5.050298334904311,1.0849591999802948,2.1989997190110326,4.430168458055486
5.193216504048086,1.4183663043247654,3.712831554490206,3.562294398477653
5.383664174969081,1.234397249574478,3.475095091414547,4.266647880344865
5.193884656441786,1.7726611651726951,2.229718162632439,2.5689840197552782
5.672104662119787,1.4456742689890083,2.244140944839911,3.665258061644826
5.138302529325446,1.520481064887556,2.3716148343293604,3.108948391294704
4.625380534867058,1.9288518442966531,3.733984353205358,2.2455548480636214
5.730721832130558,1.7362695099444825,3.000270555894015,3.130095847627905
4.1846273241783125,1.3940655791549448,2.689076501635518,2.765065542016503
4.1865418730213335,1.4605702362246302,3.556642767157191,2.726881221139399
4.6020954035663415,1.6658339073354669,2.6079947390699,2.4861824907790275
5.011674132378495,1.895053351239361,2.414242902187337,2.302311595078306
5.042085149872764,1.22076118430076,2.5724343907491027,3.945599083165838
4.735587823214162,1.7554510393997012,3.9803283369639,2.5796004722816037
5.104047892801645,1.0485194051122098,3.472875672326815,4.783070684349253
4.249176537947091,1.647130929172127,3.6530436271078246,2.432178465010417
4.682468158711227,1.9925138330406085,2.839268635886145,2.073245304939165
4.367662703657103,1.0602470706212093,2.364226684055911,3.8992776863991927
4.847525611901028,1.516651801717389,3.381979894965939,3.0582369268661216
5.793352779766973,1.6792884080147927,3.6233595958483535,3.3391547173805933
4.635274289205682,1.5902953390752084,3.725495220969037,2.790075752634233
5.490933204374539,1.204078592477496,2.632752201347324,4.401390140819356
4.659086325097512,1.0951115623669674,3.0461228359837094,4.1275408817280175
5.741954918130624,1.7490915939970924,3.045822620249813,3.1165750485832677
4.990192402599979,1.7928613956259984,3.5280027022093083,2.6370803042304702
4.236184982406571,1.1077375549350643,2.5228570579520344,3.6157545266530335
4.283635902561979,1.5311129259641272,3.169868870462059,2.61630219193909
4.080477513008727,1.527410532103273,2.151264746112622,2.237029358724992
5.378779683277307,1.5623765318297282,3.567049463959135,3.328129138909014
5.339542051610192,1.2747644540642629,2.585245873150022,4.008500406303676
4.126346650097083,1.338416470391404,3.99819262388992,2.981194535334963
5.890906425263223,1.0881799411241264,2.3793894740344737,5.250060669728976
4.694814760968527,1.758177341820247,3.2260394473610425,2.486368795182851
5.494379750305002,1.283026700505323,2.9433490743570845,4.147209677824455
4.067484535775886,1.1191988845681835,3.1667185618826394,3.4962569375865487
4.960918589266079,1.8492928352942692,2.8073774808889445,2.4380501786887647
5.99000740745998,1.5983175961226403,2.2514064211675637,3.47823286030124
4.161460327542501,1.0600050883516012,2.897806132862714,3.7732288922884254
5.937803322530157,1.0699615732838397,2.2708325172069586,5.374340876149813
5.666683100836032,1.539611488056258,2.8823673017553637,3.5155093521655925
5.527427096617075,1.1424747412161982,2.9082449433430746,4.715980312064565
5.396613013644345,1.2243309726572784,3.975594792249881,4.336392970165092
5.551806752512405,1.3373295350929717,3.228738810909401,4.035775025431585
4.106465351253528,1.8494640902404436,2.714988676807863,1.8949999431380653
5.5448227541322055,1.647615700242831,3.5986110603693278,3.250158114470348
4.882348647491478,1.7370817568449697,3.145975599190683,2.627280335769604
4.992295675115027,1.7737973990677622,2.2586274384835563,2.446741257492422
4.897540242404419,1.24856680754115,2.2811148338249687,3.672806642979922
4.556075910177715,1.3164369693608915,3.2419294753986314,3.322479697598101
5.93488796493625,1.886215036708832,3.1058532525462867,2.979433367847148
5.388999636883367,1.5755666453694628,2.794028076461463,3.230259028020532
5.031178456403602,1.7573273419435098,3.459994100922009,2.715176976931258
5.771598006533185,1.954965595094612,2.8570992919827853,2.7398668157612867
4.435600927182895,1.6665298880770338,2.911519581582534,2.4330464394660702
5.782021726817893,1.8076710608326243,3.4626821132199384,3.067233021381355
4.19531828571721,1.183301368289182,2.578906657680156,3.32958390665235
4.97985805689624,1.664090495277374,3.0942551027918563,2.815042986681581
4.667493292626345,1.8634193385573632,2.581180850744605,2.189213729998558
4.803144206955462,1.8339126698567043,3.3374741066582674,2.4440666694708746
5.92335603182703,1.3044520113582947,2.2304328592806906,4.316903476632183
4.943339330202003,1.4998890946743768,3.784875324327369,3.1895696996386507
4.034320466676224,1.0378109499621615,3.2631596229124664,3.7662324051037688
4.663390280200251,1.828739316391073,2.463970748442155,2.208424075690808
4.047544470345701,1.4148925559885963,3.871916823547188,2.7431937568168654
5.710254493880695,1.3559195183243284,3.883207574306011,4.1329133813970165
4.886552130149445,1.8624383894204333,2.936774011300732,2.395758027347544
4.3260277347283225,1.444639179284144,3.104344694162669,2.8183541189767998
5.466570667889411,1.7986354978007115,3.5628082885459693,2.9085638398824383
4.76920675017511,1.78748930948167,2.401301660778862,2.325330346709835
5.907061064985983,1.5604895925279498,2.617482556963866,3.59007126941314
5.450697305176,1.7713136323674417,2.7552747577761383,2.85816698599038
4.366019829483228,1.8773702656143407,2.656828336697322,2.002554095598528
4.178491517703671,1.6577276877133191,2.721982897105591,2.240852240293238
5.168207301349085,1.602391160204363,2.5917561724842555,2.988865590439856
4.592616718280322,1.1025466013227403,3.722873109925883,4.079090040952636
5.1314148856125135,1.061909852387489,2.950206517339626,4.713459085986428
4.268623970647948,1.172069925563576,2.787217539335055,3.463144928883909
4.257036785172718,1.502512341373687,2.607609847724329,2.564367128591835
4.014979358954532,1.4975293453389755,2.1372346876798165,2.2421922883933725
5.700603160330306,1.4856992428358191,2.146152134404157,3.546780940530064
5.329133534283341,1.6488208709046352,3.791141799866773,3.124052185568474
5.98140762223521,1.0617465543385367,2.0539334084817207,5.421938826704603
5.769164070415641,1.0937107731498354,2.4168037822292057,5.112176692746974
5.035477863377698,1.5432629915737026,2.6995752161811346,3.0482925249524957
4.560781803928457,1.7974393535386946,2.901012131093653,2.294677855067496
4.8526378886048604,1.1790210992974324,2.8855333248570565,3.96920855578236
4.363728573305735,1.35388062826559,2.865582276567741,3.0309452343961496
5.188981866747186,1.81383325808414,3.1653746727808567,2.6831035390452738
5.952631567075498,1.907736640191299,3.67360322669878,3.000779948595739
5.492734466393943,1.0812140454103316,3.3495319970019986,4.992822516386799
4.7910066029636695,1.612680449825962,3.23538685780097,2.807667534935421
5.725322949023125,1.8012408961058337,3.669988655627722,3.061105322369137
5.958216820889825,1.2927134250751664,3.894226330766616,4.537927275372029
5.596540582246389,1.3156275615945012,2.234400149182774,4.014816050598735
4.935600332459156,1.171249465485399,2.779974061654848,4.059604950093317
4.158707540653641,1.9012476121997577,2.983419914467148,1.9172078442344045
5.88534167921476,1.6587869043622223,3.233811757445687,3.4123860465223914
5.516491371546308,1.0740631585668543,3.0320250412855785,5.030497146849349
4.200964608205149,1.4248746582845806,3.240737771730882,2.784376272309783
4.485933608120918,1.969537074997207,3.094144304909816,2.0388293315909825
4.059243269066962,1.550734878589434,3.4572146543494786,2.4548353354226307
4.821634892860104,1.0059724657087783,2.1171951976223213,4.557535856090374
5.155627906795157,1.6924244110275726,3.4333483941834557,2.9056256081120773
5.1932010413772485,1.4211441587920746,3.0628819367136484,3.5073364552340336
4.574377206699872,1.153107966876568,3.1362323907159237,3.838444133041734
5.184174366858948,1.2296387129310613,2.238718271170188,3.975616474248977
4.537256396223409,1.855760664910044,3.986218577575823,2.314453597866152
4.520442641420809,1.2553415168092388,2.786936726340046,3.4199783352184663
4.992264669962502,1.8031727868057936,2.269635610300031,2.397745380932327
4.358689905819655,1.328235691729005,3.810048023909092,3.1762823233236515
4.212325577636992,1.117347646828495,2.7586045887755626,3.593807272105939
5.656231015584467,1.5678749320166512,2.792744249978321,3.4277092443119166
4.491299077690002,1.036797606936117,2.3189323340583807,4.114602090085743
4.560971039183635,1.019609382399958,3.2231533975105853,4.365771877518343
4.585101098504282,1.281874436539515,2.8213025852734464,3.3991286858166725
4.492280940742997,1.0199982780329273,2.081492870542726,4.137515776574456
5.7878042660362805,1.7223615981449891,2.068719003800064,2.9976678792375
5.784053899829981,1.3753012016102932,2.128445685510745,3.938149184961104
4.080627609526756,1.094108985453656,2.059900177125334,3.4035558839842963
5.333468960906728,1.541780173502216,2.498934144001133,3.222766232530004
4.814630892541707,1.2140042165219755,2.9806171075746155,3.823284803519051
4.374952380289058,1.1475099301339822,2.2125292501775453,3.5382879751488137
4.611664376018405,1.083207039400939,2.738102040683911,4.099898014487462
4.748689210898178,1.7884497132318322,2.377852807464913,2.3031586341025623
5.060497660818225,1.4633109592673064,2.4504541156906647,3.2118321018397715
5.6593969960785255,1.1844595839084868,3.579515064246926,4.696743053924252
4.730430204528871,1.5552782906119709,3.8098204881015976,2.9276187110279794
4.547303892897522,1.2748714982360907,3.554845191403429,3.4556569800386447
5.103462561575334,1.7077390369906589,3.2663049678010485,2.8294227225184003
5.697698042572522,1.1682270560332113,2.5209447561799454,4.715320744427115
4.563773645821208,1.4693899675603128,3.728396272376566,2.989414591927748
4.441216459444036,1.435143690149439,2.803708646708605,2.8846297732172457
5.359180277866399,1.733906398800637,2.2002852213052835,2.7412549325717768
4.821203153600588,1.3580752763672423,3.183561946952689,3.4101144052938444
5.88415971608889,1.61767639128494,2.644272386148601,3.4379156281014827
4.068816823617789,1.7903323935953783,3.126654147130658,2.038481071139973
5.914824849050996,1.0823288831527935,3.150937818060708,5.373184605533995
4.767452243324335,1.2550602029582,2.2729200182135374,3.538193452092895
5.274872076941472,1.2836438157454584,3.191924184302535,3.98968666901632
4.880808041914056,1.436068888701879,2.607963824001831,3.1780901180183827
4.491706467631524,1.536190985744613,3.5981155078856983,2.7905184186361764
4.333227051368823,1.757357460880994,2.5454075221955548,2.134640135071926
5.170940174285049,1.0832081192695244,3.959902705053273,4.707341777013204
4.644922861078594,1.2597145698957122,2.9528565814810364,3.530457530706688
5.4820407711426125,1.8238739014874776,2.6389546626383167,2.759908108921279
4.074424295251708,1.1597859233161405,3.466497554267219,3.3941747419685453
4.640439666060205,1.282809315817442,3.3899289941018784,3.496678414562462
5.286288201878158,1.8968850901685284,3.736001756343552,2.6569324355949244
4.613056836688338,1.446310371954162,3.6909711398733247,3.073867861402115
4.327161592025986,1.6581194611860877,2.5366458263790297,2.2970831258169726
4.02480500995812,1.4342190773679384,3.630472086978896,2.6695194827968773
4.961657604531783,1.013704925027712,2.329626615898448,4.705139092958385
5.565699536232727,1.6335433109984083,2.905317437519707,3.2309893551945126
5.295226552831684,1.6116673436575517,2.302602523944872,2.98887885264375
4.880413906765725,1.8712065830553537,2.790839999129509,2.35273560098722
5.600812861069588,1.0516278255487863,2.88521091458474,5.213354856377229
4.8507090706896125,1.3975790367049523,3.3585474675653586,3.3423695798464195
5.5713286958847,1.2578955515488084,3.543016311877887,4.339420899255129
4.757781428027885,1.8108446889402705,2.1440415742252643,2.1808557404179822
4.617049184302522,1.4590116421890875,3.228232270932141,3.011153574093364
5.994127336523015,1.7391230923338432,3.9235807768753497,3.352342310549931
4.521215393886063,1.978115347258542,3.796811562106565,2.130588909805646
4.5302515424127066,1.0583329798931118,2.8779522891799685,4.139026147164286
5.067859598772692,1.9169830399995105,3.3543640140227957,2.4722054428669167
5.468397023759362,1.144610293834155,2.032390406440026,4.520542341979211
4.403573740428577,1.92042155236724,2.8222430861965133,2.0047065960275625
5.725778482245446,1.788262188535824,2.082154014087484,2.8240788999309383
4.162731244006891,1.2363425234113363,2.6902228630338185,3.1579724291199582
5.472624510448126,1.0162770565888142,3.4319165747687608,5.3065966870941015
5.938529625954874,1.3623682088370583,3.768847737452828,4.278531394413406
4.671063333781798,1.8917600845412337,3.225035050427685,2.268885496887758
5.205270798614924,1.358327652410856,3.8521260379128,3.744329626118464
4.955913396376883,1.0935479898545002,3.0943302205117846,4.416770414545231
5.567100064571574,1.6935259770723272,2.5282791037310948,3.043390289692647
4.251174425618846,1.0790014546289235,3.751617842418584,3.8498960832491007
4.6098747382469805,1.0512036286533952,3.205486274086315,4.274410658510227
4.204337776721821,1.3345563652416288,2.247711383842137,2.823343258744997
4.220498461827858,1.62656138260204,2.914583803472588,2.360257931057842
5.505839268106843,1.9064262364099391,3.2241416673517227,2.7187016320143345
5.167242650324302,1.4477588043325014,2.053010869638801,3.2244504345087805
4.762993327148223,1.848896141384193,3.3246020578837743,2.3965600139054786
5.740795831483414,1.3564415356587785,3.487542596887673,4.1352712088714005
5.178192927530223,1.6681016524769523,3.103678484471017,2.9345772772786343
5.031754399269348,1.8931925297197307,3.63293692793438,2.5132011338358864
5.191481023153422,1.833688575295319,2.5709582301328977,2.55388773784418
5.512040247237851,1.936438228385163,2.0187399201287617,2.383414893047762
4.190286586687347,1.5478268258919174,2.8469040886782317,2.472089709598572
4.00582203877711,1.825496586999134,3.275381215032181,1.9736518752796968
5.190378043966221,1.2515231054465654,3.0953285902533043,4.021138978358831
4.430504347814235,1.867223718654749,2.5346019845176704,2.023302502269312
4.579195112860695,1.7184870342183682,3.948087091708276,2.543082722042317
4.7061870164514925,1.1338662838769875,2.5577633497586554,3.9646667285055934
5.723345827629471,1.5369608409884612,2.474878408316526,3.5007687837809893
5.067138494408506,1.5825574363346235,3.2928759899635045,3.0564238989118926
4.847595675405912,1.0743292343699196,3.4960625065284683,4.421822289227396
4.264910937289153,1.7082559857282609,2.285282705361287,2.084088541098955
5.221786667442724,1.2120346594817852,3.065378361625389,4.184608301826708
5.910725221923964,1.053600521927204,2.478499671996423,5.464954463559986
4.1841665968189385,1.4260118514340212,2.774758161889129,2.706933620862958
5.082932724769861,1.5327520164058062,2.022667413178645,2.929993673589146
5.608541556441681,1.246307519311015,2.085167323640861,4.240422198900133
4.505416278648143,1.6732987517854976,2.5793105564542214,2.4012976824510464
5.487604055733377,1.504557802647714,2.672240608814623,3.452653391786043
4.713827053496607,1.789981985262704,3.125062181235757,2.4340190367900703
5.036073116300021,1.985437413132897,2.5892086655572912,2.227479434087473
5.6258303289696014,1.62674346729754,3.079663204493164,3.3044645156071155
4.491398023950989,1.775910186687832,2.7871571492095244,2.26399641325122
5.701046169717173,1.9509589928354252,3.2832684961719245,2.7610784410156133
4.002887132682708,1.9245706118202968,3.523944438764168,1.8791366954364108
5.488981926929816,1.0928102487096951,3.609316060222548,4.946820876007601
5.200179211017224,1.140116914502432,2.730835182565225,4.413628334649926
5.849092900574847,1.2196694828023973,2.6353231266909014,4.645106721442249
5.587285271210372,1.828463730818656,2.692326223368041,2.824160277074997
4.902347576253138,1.0758484927347431,3.057126614716552,4.439339658104529
4.783984602862078,1.5201109402966402,3.013482860415131,2.969442149803766
5.893332386799555,1.700315372466591,3.213733078422949,3.3253131353383947
4.997283269675038,1.560834346448524,3.3223657448811466,3.0588527114567983
5.3441947356712,1.3457527330417545,2.2658489484135758,3.7212511727644575
5.88444638388515,1.2384999435954709,3.147051210203526,4.645215071883738
5.349366084207484,1.7751534149668458,3.447697613700573,2.872398068632774
5.634612091963343,1.4600161846380808,2.009543220865872,3.528459280631365
5.690418708254676,1.4411492089773472,3.112715088987639,3.817359896069218
5.199633945017211,1.187415862356103,2.8580940096912144,4.2387469423793815
5.856262884844647,1.8431362610293225,3.1687544389679623,3.018697239122989
4.605434096227144,1.2588955160571769,3.242633684715851,3.527691161903796
4.083508741961831,1.6626109309657373,3.245679684682928,2.2573101357151337
4.276323571603364,1.4319988108848445,3.4433647937243563,2.843476288214539
4.5104005627625385,1.958058806481679,3.57081827024441,2.128872757732596
5.549879288168492,1.74089476092567,3.9714395278595145,3.0882435674020785
5.859965114305355,1.642341186262681,2.142633776056304,3.2528747334752257
5.60409672385128,1.7057831870926208,3.873880493609225,3.183687037705313
4.810137339607053,1.3034346946977753,2.528901515139937,3.474978378775336
4.208397059219397,1.364864963501629,2.773093271796633,2.867717754548725
5.594366254513341,1.603385240362046,3.0392005131272417,3.3324585838374503
4.560525151022745,1.5997859367403378,2.8712032031327315,2.632362253454072
5.208907788974722,1.976653266792277,3.2166891552152643,2.447551578971236
5.674741982463062,1.5108632809354945,2.469417013062815,3.5339414274831897
5.715448483054532,1.8662106236878928,2.896839312289686,2.864153248874453
4.640610722961113,1.584484291633342,2.384435671391284,2.6156939479151635
5.20137059405672,1.2389115086666251,3.0783280605097363,4.0724102667952105
4.955529044222245,1.301511934886162,2.136358730796214,3.512080663197965
5.184602284904232,1.7411070284649366,3.4020904097964664,2.830961529932896
4.577348409662139,1.0963275136001052,2.8383689244708554,4.025783232743182
4.950664702119776,1.1157271317345645,3.319078594609439,4.335033709532381
5.683870153182979,1.033514913639047,2.3783416119749816,5.338563642857799
5.617612335800016,1.6603771322609466,2.71901830218199,3.179933112599606
4.651637067197452,1.151352001627784,3.154295026524576,3.915464954345441
4.682858883094709,1.3250360137259023,2.553523012983956,3.313079102607253
4.279257886787697,1.1696108765509972,3.9055098220529256,3.569179485279089
5.113051053903448,1.1922907777517726,2.4796534230600047,4.09700398275884
5.963063258096625,1.66122309471004,3.056076445975336,3.439216114011753
4.636345989597495,1.8181561770243104,2.1740663737964545,2.1010759588258194
4.749212243118914,1.3191918147957609,2.510846094512296,3.3756689560760504
5.966636199599643,1.1253706462352309,3.828444424229342,5.2380423758093695
4.9662493839772,1.6746841866983997,3.8696855920366353,2.852192242359935
4.659779241560884,1.6743451730389682,3.495953263141959,2.6339695179144287
4.514391685845746,1.2901981984180564,2.2370368098537403,3.204797255768303
5.284849648464489,1.9311486264911035,3.353759983920007,2.5713218565003872
4.124633992806128,1.4289099440645423,2.180481441015107,2.5012761299290256
4.223868187942053,1.13008723949046,3.576426606898277,3.632959669835028
4.568491786889526,1.1244744597121037,3.3282149092244264,3.9516045717969375
4.756459948637481,1.4021476423946226,3.274517315846137,3.2537699092096286
5.85518467377981,1.3388724951379312,3.065193644985855,4.251421776319153
4.5956344684834445,1.3265482764590342,3.610545081826954,3.3533051668464378
5.690861943442661,1.905343813748321,3.78634353107575,2.869230717716423
5.365341525523618,1.8268408366436797,3.829094045866375,2.82002412134077
5.953480717256785,1.5547571022415383,2.360085779556437,3.5903866293252054
4.1813060479649815,1.9678656546842048,2.423640997638976,1.6836075620391562
4.826769615429125,1.6863138231366666,3.684607420044572,2.732380620926055
5.870568804372256,1.9105984585415083,3.906913532992104,2.965549163039199
5.4156696809057205,1.721263726118265,3.5924841485814456,3.022363478578522
4.005017097961105,1.5971729921298552,3.848623905685632,2.370982790470932
5.557105285903399,1.0418146040422007,3.399859271598337,5.253417085019591
4.8334339435602045,1.995848138578415,3.754112872785547,2.2725633357266584
5.549910961169905,1.6851765814122464,3.597621699029745,3.175490350076954
4.47683456657593,1.9897599613832584,2.6784453854611074,1.920021750831286
4.684446069614122,1.0649465223543038,3.739869640076424,4.317807242543588
5.948481705528854,1.196435428179876,2.2977099555890605,4.780139197636236
4.291540621264357,1.7544398040492737,3.0706307749686776,2.221861045943979
4.142379200368742,1.26165307715882,2.0311543816437627,2.896158759779895
4.844943239818798,1.8129387173071672,3.1379611953048725,2.47780970761034
4.661618758180948,1.4914472174765812,2.7197137383426737,2.9042850739923853
4.988731164684802,1.9913768513951848,3.118776735997531,2.2937253165371514
5.9264173576167325,1.6005948314945635,3.3152225767865007,3.57931627532829
4.353535340645314,1.4305492823386226,2.8747245317784387,2.840274032203998
4.92094593429793,1.8199741765525967,2.22597722774249,2.306289906194513
5.009988063458065,1.5738206973956514,2.569486089145716,2.939165946473855
5.725691539101351,1.5416250916224037,3.368065832800464,3.595027058430752
5.879428406751008,1.6454383719411687,2.6588673149281314,3.3721602829751984
4.329962721976472,1.9470927592844167,3.623378761004479,2.0478230410571667
5.429984251639299,1.2412000848307023,3.7045819212579207,4.291805672583384
4.711854193149134,1.3536517581084349,3.5532427981053374,3.3666861561986305
4.738551790159,1.410017285642702,3.969350955448932,3.2661057480455566
5.451322048972672,1.857258158345908,3.5100147491679947,2.7953506606981446
5.107882169506743,1.1077016717846389,2.3106429549943908,4.406246106010161
5.836475461399324,1.1186071753384583,2.882133745488562,5.102497940286136
5.909026286587581,1.468960216664812,3.773446831344943,3.935491764223977
4.949791186917183,1.9372211370145944,2.1841338262770416,2.1117814622412974
5.250698120250831,1.045384786510763,2.1139838936434803,4.7978581436955885
4.425720867079704,1.5888761758178067,3.8732540273814697,2.664732628212392
5.73248655465864,1.0104824622368596,2.47821859366291,5.52956881501581
5.470384745976074,1.0201443114718054,3.3579585272681705,5.280119262277155
4.514127237675347,1.6289347614136016,3.2830375709176582,2.600757462523424
4.330454069317096,1.0565598620693848,2.6187934095974037,3.91914461560932
5.605323698028233,1.34170030300323,3.4884249644050165,4.07955598768121
4.591967999027906,1.6282200672511866,3.614047481977817,2.6829288204326
4.824727151367936,1.2667781356156105,3.091032938152087,3.670546181653639
5.347865316715305,1.489753347450546,2.532643383590007,3.368638474638181
5.376668387084434,1.6423518594097537,3.0536607607074693,3.1079083706164985
5.044998962693319,1.0096933552534375,3.46238615929846,4.913490038127269
5.79880914525389,1.6799507694333475,2.6037832149273026,3.234034257698976
4.684720678848094,1.8103595905584955,2.2660949378047066,2.185037030528601
5.330940837791305,1.8710200131497812,3.6178578911696375,2.713667223595068
5.672764960762499,1.19586454966713,2.515429869385738,4.576287677513789
5.298722856813588,1.510687433379109,3.3256409273347467,3.3778863289880365
5.56580223344211,1.3801390694197182,2.797484949304051,3.873267488577796
5.71614563346084,1.4275794672907425,3.783364782424624,3.917034652364188
4.607306415987765,1.585000149375003,2.298590173625377,2.5654609356339244
5.530337545803069,1.578650110418392,2.909585491293842,3.332659695233885
5.898985422572149,1.0501034642161495,3.2810258795817324,5.535323521454658
4.298967061172422,1.4202790219900687,3.804900744346835,2.912056094371561
4.0631813966198,1.8396818550536869,2.675023278506924,1.8705087542032643
4.993367770434185,1.146229296039371,3.200581691931697,4.244319094032388
4.777476103476769,1.8153089448481483,2.629834987372276,2.3450273003829927
5.551791984459758,1.4601101499128966,2.485098940662658,3.5860051938959843
5.759114271543652,1.202571094396626,3.242422757915559,4.689963605779463
5.248372760561872,1.3918170505929588,2.7217226052259744,3.5898736383992125
4.337764141413393,1.8602916456508465,2.311122060430713,1.894554087053892
5.80792098842991,1.9993129297080228,2.783613870616567,2.676759372155575
5.889454632099159,1.817638370702088,3.061811985788212,3.073418248177056
5.658090885736616,1.2251887359256788,2.2716165436326343,4.406197438359478
