gamma,pr,V,E_n
3.546788591100431,4.512891555545027,3.61674181874079,6.40884118509789
2.875849207461481,2.6383122076091494,3.461567226749306,4.8685656797282695
4.292390984893327,4.565574410392509,4.030338275025259,5.588889466078098
2.075316249262138,3.565807667108179,1.2788025613273053,4.240579439794986
3.962543207113753,1.890830250128144,1.737596326696376,1.1090132589930863
4.053325528643559,4.02203904490804,3.794150458108825,4.997901842306601
3.8028463670271977,3.028042439124518,4.185410656520292,4.5216895375359245
4.848534620560979,3.65156983131468,1.3936479939973054,1.32232225303744
2.9753907295024056,3.441351401213219,1.5544600882030513,2.708043184962755
2.736369145137458,1.4656721742074112,2.003765032421708,1.6913815013902551
4.57989996804641,2.1181557929500583,1.8010610657333448,1.0656521031010084
3.1859545730852714,1.7382548574308658,4.749401843803994,3.776689107144296
2.377679205820006,4.697655030434756,4.970694412976615,16.9492342740087
3.998811498625851,4.491518266616702,3.1014444014871034,4.645238351446458
2.793348845514655,1.930160177825416,4.932184102414303,5.308451486164509
4.103558429639179,1.4625989902443068,3.58538462757199,1.6896668952141878
3.0732476664621364,3.3123951282698902,1.246739732654985,1.9918964258206235
3.79977997782628,2.885367341377073,1.91710990551741,1.975714647229198
3.4028656714039647,1.846810252204228,4.620611911629036,3.551340198250668
3.990173823797357,4.704260222521452,3.623133412439311,5.700057387092469
3.07298774673048,2.489021923197661,1.326991809645366,1.593309806736876
2.357874418116963,4.232256093286011,2.029829835922988,6.326623122727413
3.826933825103544,2.730572988149514,1.4705566632001843,1.4204302436865952
4.2519013243534,1.7809571376213589,4.766678664565145,2.6105498118374557
3.2077486504068418,2.8355566411149704,1.051666111027632,1.3507238810044906
4.17659864946294,3.891624278610746,2.7888903759244608,3.4166461347474373
3.5892799054226567,3.124533626048569,4.995364575253353,6.028002054572448
4.38620381400202,1.9736293700394365,1.0520466393770502,0.6131793182501553
2.8823337915894798,3.296564994650012,2.815953694535015,4.931630307779143
2.3586594574328537,2.325331221507242,3.436227233981149,5.881066390593118
2.521635855026536,4.223037154707637,3.647623289083072,10.123347596791517
3.919366154362946,4.300822901669484,1.357534614725643,1.9999258921651664
4.456464392183706,4.303522235888287,4.459416573617162,5.5522627188199385
4.502271266117766,3.413831555873364,2.9807858199525383,2.9055147132374244
2.118774194614101,2.0748912322434707,3.7992923856927647,7.046210484433297
4.255898760169956,2.23105712352312,3.93352186941648,2.6953884729626907
2.071906835083147,4.351356113039113,4.595993510269894,18.657222625928775
3.769766510280424,3.975683329612851,1.6885944627182703,2.4237843987888747
3.1297917969746347,2.246718820911296,1.0783905232893112,1.137594899373787
3.360176356654189,4.556829288813275,4.913108119509243,9.4858144455882
4.712749957745532,2.105264535581467,2.581412126537732,1.463754754176824
4.75963052051843,3.74258363971908,3.7996202738730736,3.782392071915991
3.056333949445812,2.082181633118728,3.999833751447,4.050110817377617
4.864838362804012,2.367746434535462,4.039832680080413,2.4749545845018046
4.571325712079949,1.983112249680429,1.02156844185147,0.5672641070149602
2.7276587756580346,4.340485418908267,4.522825907333403,11.362926626274332
4.64215019327129,1.893249667871291,4.458886765714303,2.317802792388991
2.260504916985693,4.86581783924272,4.8043196176343645,18.54569846249508
2.372280759865504,2.046771746898305,2.2866361575670138,3.41054281283006
2.553240993197219,1.8003041491780531,2.5481014977396925,2.9534101398295447
3.861845789836843,3.196150755851756,3.6564155355907615,4.083537736131049
2.72357142830836,3.450482317648058,2.384418198855832,4.773456265230187
3.862416660309399,3.064087886292988,2.1469115565976344,2.2981719554420788
4.175831085155929,3.19085466457283,3.2605281890687365,3.275952436415668
4.75039108183822,2.282961180137717,1.340683475329313,0.8161091102874415
3.3759085005194858,3.4209311092286456,1.225622049513933,1.7647012064740908
2.246700640715974,2.618730794713081,2.334456495574225,4.903593464400047
2.5880127831719437,2.0056850969103888,2.603897888880108,3.2887639475870483
3.1312907234554155,4.826815216252559,4.2258725317075125,9.570494355138708
4.257015052048901,3.867615599656215,3.2202734320971547,3.8239859386902255
2.7992278032842286,4.241928811034073,2.5899527424280167,6.106172401998262
3.980324696775972,3.627614234525387,3.1915358144721035,3.8846977858154026
2.237784620869155,4.288795840099184,2.072605174329399,7.181362815438966
4.081436122879259,2.863761303393585,3.039769794056978,2.825038313405324
4.938543995457643,4.642853564622252,1.0237489474753447,1.206820707232417
2.600567028248848,2.033645990542767,3.407215926482176,4.329135166169775
3.594079948828041,3.9885202361304697,3.0669817100257544,4.715628992007852
3.003326753728216,3.8383810793269344,2.0494265263157803,3.92670840512742
3.5516864954235423,1.0561557986314716,3.8563578121767215,1.59616577986089
3.5589543470005403,1.0964249067872371,4.889524815972495,2.094995089252131
2.281087911773492,2.878861036924601,3.0873685309446,6.937935241352159
2.909310504237072,2.452068529674875,4.229996726447283,5.432454192511604
4.106384191146551,1.4825805846370637,4.843897368024539,2.311841597789329
2.337815081124506,3.934629558256585,1.144479449575052,3.366012788052982
3.333343108922448,1.223509148263623,2.390763128390938,1.253617844599164
4.9024309410848685,4.1006243536606615,1.6426972942712703,1.7261252363657786
4.686756663335912,4.218071321394955,3.854736591262292,4.410259572820026
3.070800939876044,1.3985957162375335,4.691971957115248,3.168905206466068
2.944393046220957,4.614488064609431,2.652903763498719,6.295945553300001
4.801685916811046,2.919830277683942,4.152647673703546,3.1893814153916726
2.003117898699252,3.787753647310564,4.189723627799582,15.820314813442526
2.828969174484903,2.276445852432516,3.1715858328905733,3.94754789508732
3.216052841860078,1.1195939716735128,1.4451498737878627,0.7301184594044029
2.5530989749884303,4.255298373226664,4.942316345223287,13.541333194142938
4.033192654823831,1.6840185818324236,4.522509015520637,2.5108821249877886
3.7779325939787416,4.762348654442044,4.714765261457616,8.082757676547352
2.3358502351391257,4.090406122041534,3.66361031297672,11.218064464699337
4.604688242218807,1.4730496845345522,2.1197798758495474,0.8662444204830425
4.680827518681272,4.729804849534483,4.647714101010953,5.972238737795344
3.51990977637693,4.463966521581437,1.3138702446401944,2.3274931669214407
2.978136846913068,1.114049598628536,4.853631753017332,2.733474438220858
2.078500793252588,2.604109334968824,3.2481052859277297,7.842758530141382
2.6164088363728397,2.8577860398129977,1.2189936456592552,2.155162075829089
4.891726209034226,3.1073927948090705,4.153586243064337,3.3164778997953115
3.057100093757092,2.910327344215669,1.454141270690772,2.057278163219802
2.277001410436694,2.3338408026397675,2.392658703247392,4.372809977179538
3.840864906615232,4.537343249523234,1.97167420082646,3.149098221653216
2.055819533581335,1.980665299137048,1.3415385920014111,2.51666014135708
3.573532143555442,4.093659482289175,2.055844571614896,3.2701855485966806
4.885005123424692,4.679851947393191,2.798571941097527,3.3711415898777712
3.772231070165283,2.1837679468547506,2.236016968066583,1.7613763282712294
3.2396086792556327,2.482106607082,3.4749885921851984,3.851249650927501
4.564186827060945,3.0264312998208203,1.2775817615495957,1.0848234446852134
3.620198091562936,4.636585646378551,1.1276901864914928,1.9955102437043424
2.2073814297632084,2.490454184456705,4.336280487325649,8.944404492585313
3.44863376883131,3.4895671029475133,1.5484761639127274,2.206745471727777
3.9182746609180814,4.57617889682391,4.3432258328316085,6.810660650458346
2.488520759924554,4.824262562490229,1.9467772298551345,6.309461554284661
4.714331429799929,1.6854084669239096,1.954746639532396,0.8869823814124255
4.675512511437691,1.9641965691207184,3.7067280987622033,1.980878201773334
2.341440195813975,1.88916578036189,1.7945993811367282,2.52735511495906
4.948044755312676,2.149346458888904,2.8158532012589914,1.5329725172777766
2.977741100794961,3.3333917493704823,1.4714604077325313,2.4800789045084715
3.068257986869088,2.032453868977945,2.650633666935619,2.60474790176526
2.491773533942997,3.488859040628153,4.150863695105365,9.707759254051023
2.3999279567679785,3.430320480775846,4.937032078622222,12.09748128228289
4.905465571179493,1.945080721926808,3.557402379645961,1.7717310939438564
2.918069076422218,4.560090882992414,2.714533468432493,6.453635832587684
3.7046204367725775,1.9935851940371845,3.084877946304562,2.273874335765711
4.708681188332449,4.5314151957228646,2.492212231237694,3.045084708582004
4.933383316268767,3.030490065529405,1.6463290111174609,1.2684204186631591
4.4490826910370185,1.5114826703055293,2.986910919881845,1.308946319228535
4.439332801432658,3.3633506266784874,1.0043083054490882,0.9821209994867484
4.65819500072768,2.8998296194607542,2.069200919209192,1.6402433749279797
3.9319775640273824,1.0037520751305191,1.3121795126649975,0.4492199820833771
3.1236445859405864,4.134132911236167,3.721739087984999,7.245169061026355
2.3376945370779008,3.019085104826883,3.817598666550597,8.61605916068616
4.158709452517715,1.040810389791872,3.7372761567507102,1.23145098083242
4.78956119800336,2.650031259383055,3.450372835231937,2.4128376326811507
3.4394354201967774,2.4645168917836204,3.619981653667698,3.657201112826012
2.4656914090039925,4.424778160020869,2.5724102494946064,7.765853453635522
4.619761349897414,4.3282509445977935,3.504986135446298,4.191010977001992
2.4168405164765296,2.5443575431859,3.0118811641855783,5.4087262964025
4.833455653948271,2.70079708623243,4.392260686160901,3.094493828548328
4.646745046497214,1.9365593629291564,3.372969924110299,1.791174432029008
4.147217086965048,1.605915912116891,1.401153521198839,0.7149601291665892
4.888073633199324,2.533859199151515,4.788389930734953,3.120595703619288
4.573845271826826,3.18505815518026,4.574892541871453,4.077204716843456
3.7646523016212017,3.026893938726341,4.336843952423322,4.748216137376236
4.597314869119058,1.980523528974556,1.030170186412588,0.5671664469943594
4.982330326142778,3.904781992865914,2.547810340192837,2.498196564035076
4.100014022999384,2.6300613883891457,1.133476878381943,0.9616452539720658
2.7001199861124823,4.063712032314959,2.47625455390688,5.918867790499776
2.0793992307645897,2.6780221731571503,3.2750027527598853,8.125380988857195
4.289854110006112,3.8010619937146615,3.2396842772621377,3.743096309493549
4.792583759752606,4.677900709461922,2.071301132316994,2.55481266866127
3.625563625941913,2.887340721097335,1.909065817519252,2.099405788424134
3.1422920604274376,3.338095560126069,2.8434224807209305,4.430589149718172
2.1863004548643987,3.382857014944153,2.63044232584251,7.500975185413287
3.539099735256229,1.3011445311569814,4.083635820489825,2.092631628954463
3.017320325031989,1.501209778803854,3.797836668283118,2.826199426031192
4.579578645243519,4.891164237774822,2.450834624596125,3.348839586037183
2.0901356237371207,4.678866384516725,1.9719678032640495,8.46369356723855
3.640992154960716,3.1685352135021145,1.4756591609255914,1.770424802564122
3.617008703004444,1.9617896012418437,3.0785785513329245,2.3077964477830983
4.649444751104788,3.36545563574704,4.715079882351635,4.348166158222835
2.8176006521912664,2.310983618528136,4.45394592985161,5.6629579601482245
3.823173140622659,3.795876633851682,3.797583561035101,5.106012981284279
4.766817795636074,2.2251370881016723,3.119877516082836,1.842976100254451
3.3513769800716173,3.356363324730931,3.2426703428244195,4.628598436188258
3.3575557446378204,4.4585388316464325,2.2265835186810508,4.210848079636182
4.188954152923443,2.82928893517771,2.731707443230939,2.4236126556384
2.0177435450792505,3.9983103846493626,1.728892613633707,6.79213277692363
2.656693515749509,3.877173440027588,2.655070467363064,6.213683218772356
4.188366371820187,3.536731981450749,4.372952057645241,4.850747245460225
3.64679231725962,3.128602144802962,4.125697437600124,4.876720310813014
3.216390634145368,3.3485856757385224,2.1543103641044303,3.254793047398338
4.21591301723046,3.2849875971737275,4.6392292823822565,4.738875265412305
4.051345362063842,2.0580212381193763,3.939245306714664,2.656877390600413
3.597378985450262,4.478530632311355,1.9362055936278444,3.3385024326789545
3.9753296827897153,3.5019866859797304,4.7561726160144175,5.598052973372315
4.554766386240621,4.330909717972601,2.597724688307673,3.164908709825835
2.171413643454313,3.584801858679395,3.940550865835664,12.059014462570858
4.972842000494364,4.863896028383525,1.2549889668988503,1.5364657972818674
2.942001864413518,3.2940075682477508,1.219781386232892,2.068983141307282
4.278333246632364,4.516046026318048,4.547239520453697,6.264019372696854
4.45121183608385,2.9562704168497462,4.850137479399523,4.154574865005372
2.035202039214101,1.3012111710087062,4.417962503425198,5.553217579554544
4.973590323501396,4.028489743295845,1.030992064820231,1.0452363279584194
4.158404372361804,4.980632004839828,1.708997771987839,2.694996585569421
2.3999647448676478,1.9002218052712605,2.0280071181917427,2.752685995387409
3.5779949390443453,1.925059556966516,1.5339601247928147,1.1454501145501137
4.327669443194206,1.0817636500937402,3.50171633776106,1.1383430691641014
3.2887592694252765,3.751977796353712,4.249233612466986,6.9657960006861765
3.28340943507486,4.658547604522547,3.62318231387718,7.391914489705889
2.6895431585497684,1.0987291531035268,1.555047864562242,1.0112653320631884
2.675430276548399,4.802887459917013,4.173302226819344,11.963434833544598
4.186872067399172,1.4235128077922914,3.822763587924721,1.7075529903570636
4.566449583574782,1.587620563824653,3.372904370960772,1.501463069550523
4.400302422443925,3.444494169786344,4.965449316617253,5.0299823652640905
3.5462897114726,4.097689565713958,2.370344034551471,3.8145439514487114
2.9793980579366943,2.57615664984958,1.3506642326619311,1.757869080821993
4.886481311539592,3.945881840562228,1.5816772734293498,1.6058514451938772
3.56214699592436,3.431415739471333,1.7146253375618583,2.296352387261626
3.880380299300746,4.826150158712887,2.4604823315773583,4.122600476727003
2.869871003792403,4.2935750789416485,3.523628705991697,8.090913420661295
4.615851073479099,1.435149870555581,1.0857464801048555,0.4309383568940476
3.3085440636575862,3.862853707550384,3.959558611602483,6.625472696786417
4.323876869135102,2.6781534577046933,3.0025252410525614,2.419230216028707
4.063839526323879,2.580518530120698,2.988563369873836,2.517117194989849
4.5696706504619815,4.381660472520856,4.2825999280174845,5.256759141571324
2.19740262901768,2.7217051428594976,4.314500201337786,9.806891268046485
2.4713860491108965,3.909776830915821,4.987996499316459,13.254137591899156
2.4494875807328107,1.835780202066664,4.797548182374735,6.076108611576934
4.936731713748142,3.0563923883370325,1.9231209635864568,1.4930690487314895
3.1248570870901444,1.6318854966971807,3.688596133175383,2.832833591244175
2.777824452959212,3.9778462037538302,1.5459027951943325,3.458926192066104
2.460502925404212,2.934202779726196,2.368960037082635,4.759325712370185
3.964316991250915,3.037556050762131,3.893721931834105,3.989923698759641
3.712773912504828,1.0876023293494712,4.428105279213571,1.7753110917490804
3.3369334635453423,3.2736418186310026,3.8375966256406087,5.37581278744463
2.435028148528401,2.2310411790967293,4.687288716001572,7.287337293306041
3.777859948334544,2.383715947324696,1.7492538727407831,1.5010563635044425
2.0336057970963544,1.0671798625329867,2.0129221043442773,2.0783067786949365
3.427226626165764,4.561262701157974,1.7409877923844896,3.271677475423512
4.448412447415617,2.4469803999571247,1.8126648127144744,1.2862600793963783
3.885166890578645,3.660403297870878,2.940041121061721,3.7300220831426354
3.807132420666352,4.767100069700357,3.38839375640347,5.754203825015463
3.9023542352311735,2.4921286257906603,3.5593367313085738,3.0562516626147573
3.810985314396792,3.895595865480269,4.89795545538948,6.787817397550598
4.635001787216991,2.821396342777358,3.1492831085057134,2.444393803589103
3.362560582033632,4.240098089419112,4.8646065056654,8.730531147985614
4.898968198394085,4.371852759337166,1.055803840879745,1.1838565231104128
3.731363902589958,1.4234906456675618,2.9520359485404475,1.5384971421922402
2.669515492942892,3.761546140541684,4.186072965132411,9.43154266766563
4.63473206199177,1.766678411040581,2.8304794077034043,1.375767670683358
3.5087643853036967,3.513012239002762,3.8006236370231816,5.321997327018557
4.937529455759754,4.487512467536815,3.913299175936028,4.459897770549134
2.670595947724657,1.7667962454825492,3.738701957139064,3.953992938776276
2.2918981315812643,3.0418527089507483,4.2009476918728605,9.891386793046104
4.090006014215669,3.4445616741743503,2.170544282651111,2.4195984129875683
4.529966526734454,3.179589387782885,4.015753488044818,3.6171581452222448
2.7695759165254854,1.6381471840088997,2.376294858715632,2.1998043117715405
2.383042859537499,4.588303486435327,3.667754939845343,12.167932947147031
4.447552123863356,4.859235455268185,2.778437761495858,3.916136086083948
2.524585481758434,3.412858420902245,4.287670945431292,9.598159019129149
3.37571364348282,1.4242690885803029,3.838437618722956,2.301189818810092
2.552562400787039,2.4148954220149257,4.184117923695277,6.508084450570363
2.9535933272753985,4.823604342076258,3.0258084583429263,7.471003618910552
2.339037710139153,4.083340508625994,2.029419789332524,6.188632308142807
3.3886514289303027,1.474263290001483,2.062149931744414,1.2727482570411324
2.8090326696580488,2.1219333096961708,2.507278382855654,2.9409515961191697
4.153194791641495,3.5286363237560323,3.0605114085648943,3.424917405724193
3.989507147406439,4.233792327608777,2.338439857387791,3.311739440185714
4.825732044810064,2.188588797880578,4.7384669462558735,2.7107375938081057
4.282221266549159,2.900539616204889,4.205595062105717,3.716536484506564
2.311857437448212,4.321246468242912,4.523019399107611,14.898784765977684
2.6238242330616366,1.7940641155790544,3.980099328395166,4.397368407325045
3.284955596513579,3.0289671950311856,1.3480618804289044,1.7870085610947837
3.5270350465224967,1.483595048562136,2.792156719238844,1.639245126090644
2.589267052730708,4.23163353246682,3.5167346648432805,9.363770743859298
4.134398013651076,1.9911531756755532,1.385416469840822,0.8800976747504583
4.827040749172832,3.0852263096832377,4.036258245453357,3.253890132797806
4.615718552315598,1.249482099355892,2.8887471261199007,0.998262937623012
3.5480187921084534,1.92024310817138,4.748424935206648,3.5785176642887158
2.9181291714851114,3.0961935721643417,1.4059792936489282,2.269494732839875
3.6478294232432704,4.679863840935068,3.674374604294704,6.494214732165937
3.542382035709073,1.519035425151034,3.435795046706981,2.052836401532685
4.094545677535025,4.028973827802439,4.186099913336022,5.450133476404632
4.6802168282904,2.980516387952862,3.432429284889061,2.779839398444788
2.32711264851468,4.215023299306903,1.2608064159675267,4.004429032581835
4.314078030373909,4.542586852862993,3.693470935179458,5.062618428958605
4.995891865096645,4.826928270140669,1.1910815212370798,1.438793956643359
2.5290887395704806,1.0330648143773922,1.1806319268072696,0.7976445517856463
4.221764998736945,1.2944443753044328,2.8147298607738818,1.1309053384429268
2.157216802289272,1.769908896378225,4.599846726587721,7.035250116709561
2.9957403338874085,3.3607001361384765,4.283567472460627,7.213255924840636
2.6414845483419387,1.8240153387079732,4.505227082717079,5.006202045300467
2.9023941770992985,3.0719540977532724,3.0821369232335454,4.976982827817889
4.668610085626714,2.6638283779381977,2.549512055375361,1.851235864398011
4.543771914998853,1.8301958858844136,3.2204107770189343,1.6631946683735117
3.182254997126009,2.7197048302261417,3.6155418724377535,4.505984271913221
3.518517270111853,4.787666216393794,4.138753330397207,7.867712377072555
2.116682415410239,3.0175661155707223,3.6034843013003166,9.737551138566245
3.866732502752345,2.5200326837163405,4.032972679103833,3.545228916237919
2.146513259789228,4.401070024403931,1.5815945077470157,6.071197275194985
4.156910351448045,1.569651469368226,3.7322689944563168,1.855726282673391
4.232337885201181,4.690807614072339,2.6666611464255463,3.86989072741239
4.257233674915776,4.839173662027261,3.3708294549533937,5.007939480429803
3.592664631869304,2.678972994123946,4.980927304299369,5.1467396013698
3.430428217278512,3.4021961435924526,1.2328762771602904,1.7258221764632753
3.0207667975899897,4.761686085347334,3.218580692097699,7.584185822137998
2.410476618829725,1.5793305867221274,1.9138477410317416,2.1429623400977285
4.2906946450301735,4.55640449108143,3.886150456252508,5.380892274106677
3.5921759447436563,1.1836200046976075,2.788359745570943,1.273199985457652
4.307610220550774,2.721208916996525,3.0215685195326984,2.4858791243241507
4.655090063463346,1.6326889965866278,3.7563385152022186,1.6779155792987523
3.7367952991216193,1.0474798485756809,3.870964740775869,1.4815713699198072
2.885819162922936,2.958565449126115,2.7625568848734634,4.334034520130761
3.4639670713489386,4.122314345684604,3.009232051295591,5.034564219138856
2.6387231582192667,3.9736114277006527,4.141265955590629,10.041831436717114
3.217950077384062,1.6654000397510256,2.0900446823021324,1.5693592621763326
4.2403086616184105,3.281009565506686,4.588309073063071,4.645941955017955
4.901454676420802,4.967401291732907,3.79126565410863,4.827106674169795
4.659462758485294,1.2127701686429255,1.0087679244012655,0.3343123640105254
4.027322900511432,3.4612557166638136,2.447326995828219,2.798123897990878
2.967041752876533,4.818369633266935,2.152650036423286,5.273026640835094
2.790835025245728,3.0210739938250644,1.9277687339008351,3.252076213607537
2.9032912088280223,3.166253862363393,4.447790829859758,7.399201356422825
4.101009004301062,2.035749751544786,1.6003923029433085,1.0506252089472246
3.864002772368385,1.449099583475642,4.165606525002012,2.107672079979187
2.3500773541513293,2.9471202587893104,4.657822351717321,10.167686001382345
3.82000271661016,1.4592546178885597,1.7418680612820512,0.9013569374266
2.9424111273537488,1.6637872474782127,4.172062018796551,3.573611932515329
3.6685584413065655,2.7028370155923587,3.3195456777812704,3.3621864127000065
2.1062262390880826,1.0730684150487306,3.117010120871053,3.0235814265725693
3.751298953242191,1.9330635688539908,2.460579690134365,1.7288041169265411
2.823239997406109,4.72996417902689,1.398312862347464,3.627591408364033
4.7841770449156815,2.249804308741448,3.1793054811445614,1.8901904127066849
2.735069717207974,2.275168251107192,2.678648077599196,3.5124669640652257
4.206835273337363,4.436734220230907,2.908458448290258,4.023922660742027
4.046557189822779,3.656244465510013,3.689891830050845,4.428325398591586
2.370035665875092,1.6378427205427657,4.674112676059889,5.587782575420421
2.736538440291921,4.237788122686999,3.1196494570588054,7.613084230861214
2.5675885706810817,3.589367912725211,1.2407460215641477,2.840983942431317
3.447078547750123,1.2086895744096269,3.4015876281084823,1.6801518309723356
4.252479317730471,1.551814466721812,4.064812691059313,1.9393928515129717
3.84611063961313,2.501385876543603,1.5520528681948584,1.364066129445806
3.2185525398901165,4.350982109820681,2.124577776252889,4.1666806303612605
3.7637324449691865,4.075876815244785,4.442898531674992,6.552264909254301
4.612478082434438,2.7137496786180453,3.941185450606485,2.9606797621730823
4.229567826409316,3.494053140303034,1.70160606964255,1.840959023239824
2.3338795505594683,1.3859023082002513,4.697061200922582,4.880251711922643
2.6897256000962404,1.898027475406684,2.20629489558988,2.4782771418274088
4.022080444791575,1.151524109860631,1.658825818664508,0.632073817738237
2.3709957985834933,1.1555843846209823,4.180386833117032,3.5235627643909284
4.802906202065719,1.5532770007314345,4.276302722611064,1.7466333152232172
2.1560820879773965,3.3830990518835637,1.5191673168675996,4.445612956722637
4.042915171466565,1.4715979529703294,2.1405909733247515,1.0352208711008035
2.495291447796253,2.853692625823219,1.719649426276272,3.2818691593522704
3.106551685874948,3.998011449545403,2.914453057565797,5.531322479026212
4.705761012602094,4.024866659530433,4.2245608897461935,4.588340753349439
4.055953203058653,3.0596361341842453,3.5837098043794944,3.588028769856593
3.4370897535574176,1.181212600194021,4.0159399178687085,1.9464522493208616
4.312323116732664,3.7437489701474327,1.7107411832049344,1.9335630363048264
3.010723928192822,1.8492953706082544,1.3318106448014355,1.2248878254369209
4.611566024099866,1.047359305751033,3.2180171478571364,0.9332295694953
2.916313529169156,1.2397875312473796,2.2953324036744918,1.4849994277176104
3.8878801600747614,4.3629903162283945,4.470771709546121,6.754412438746286
2.736810089311585,1.6951497303604717,1.7186739074406874,1.6774485758143194
4.389279931799434,4.802266945984533,2.252269803864704,3.191238566947201
2.9914378672371837,4.688563441526414,1.0531036324770326,2.4793860117868367
4.923126646419748,4.10219219996963,1.298739372264941,1.3580184895536684
4.470298848950318,3.0450696068491307,4.881110257253017,4.283008795204051
2.0365879540116043,4.449957914624021,1.746829686845897,7.498947446183693
3.458355599780959,3.738470688839607,1.748503840544203,2.658984875003604
4.007707817430376,1.2786785993710534,1.854471687085948,0.7883988084461685
4.407146821582549,1.1620244580310848,2.7597861910000443,0.9412388783964826
3.0952328866517305,1.4515486958142056,1.2844682222798278,0.8898620218989467
4.241671499252155,4.692725205799874,3.5897984168132195,5.196682488711823
4.122055978440743,2.4698652196065223,3.829286528490374,3.029356833425428
3.29856291452452,1.824444302972532,4.726643901413971,3.751691321400456
4.768764361619185,4.09698229854337,1.4441891595989325,1.56996215600038
3.5422256432307964,4.594004103302353,4.510793768354378,8.151363407158186
3.209125700304265,1.4175424473471598,3.5761467300880967,2.294726727023011
2.8683293631388347,4.213704410978478,4.960576312966508,11.187750245398824
2.3502090887321474,3.310144039215686,3.207000275793118,7.862214034307663
4.9645549002742815,4.423542897262499,4.349658545129614,4.8532311058409325
4.615859664102416,4.748931250181226,2.431037901468871,3.1928318389332024
2.523697129391764,3.958384578590922,2.2501897728092017,5.845726374208329
2.873743936791798,1.1241379156952216,4.206701049834345,2.523777159332917
3.063545513010697,4.757642161499657,3.9698373473523887,9.152725451886736
2.5493692682177604,3.0844022801021107,4.948568077463192,9.851347238173537
4.424157922431711,3.3498006184121283,2.200072310597426,2.15229663863076
2.959031918804901,3.7319913417182753,1.881810116039761,3.584882406664686
3.794436128462656,1.257192665085633,3.236210380148149,1.455943083170245
4.270690053408789,4.995502851841993,3.558198589662331,5.434630280406064
4.075724377430583,2.418482288555152,2.355813098636544,1.852406638256162
2.296199802540111,3.0006592546615964,3.0869300159525817,7.146139895029143
2.539999673236966,4.407887016277959,4.0984091416929935,11.730732646904697
2.614060749525952,4.912024788553082,1.014493325967742,3.0873784437412137
3.0790819267742187,1.34908420187428,4.624180074352196,3.0005591432414254
2.084835048236071,1.3513058733653631,4.682383190074859,5.832529024927401
4.82656618936103,1.5278068624360597,1.104109055432802,0.4408300571039405
3.05938071927172,4.208594880722018,4.051911864552226,8.28057452937691
2.6660576682321464,1.6041465517896674,2.474468122581694,2.382516273020019
4.01533028357642,1.9441900633388864,1.0779240756368438,0.6950115177436725
2.527196657543484,2.2194339552718363,1.3198489644842208,1.9181011123469176
2.4429395904810844,3.94012041951765,3.6499873550358095,9.966730279930134
3.2778206151574696,2.474461285050623,1.340584871979579,1.4563154547658217
3.91636237082198,3.103828577847989,3.1340861756434943,3.3355478505432914
2.065446855740585,2.5288219565532093,4.907697458741914,11.648345502094848
3.768103895919247,3.634092471340355,4.83714723772086,6.350426508658399
3.3153469597173064,2.885692832729946,4.535640939043319,5.652918019350271
4.724312152756109,4.759035835105872,1.5179604690756563,1.9396946260960315
4.501228902438736,4.988374606837141,2.2837146385491858,3.253721601654223
3.055372118507295,2.5977445387570284,4.121476991109892,5.209053995071245
4.998714093171715,4.722128875859363,3.548750954543967,4.190762071312191
3.281888631026629,1.9844813518050637,1.862120454309492,1.6194231682242148
2.1808111936939163,3.130604218679313,3.678622781207928,9.752881797938448
3.3585971311263134,1.497851149964724,4.051406007586481,2.5728866822370486
4.055087916042909,2.771466022266841,4.159026098854135,3.772919089551122
3.443409791355455,2.5354676111217205,4.614855862647985,4.788725006806269
4.546850684016645,2.064776539946083,4.248503303498579,2.4732391443705137
3.012382606361648,1.5234050291444023,3.296326814852525,2.4953708263901784
3.527661195402185,1.786166301579156,2.244467587552069,1.5860481528001165
3.310092788006597,1.529325367821079,3.836992603173417,2.540162089869347
3.737221624501048,3.8714893775177135,3.628356136208293,5.131898021499151
3.653375544676261,4.895157785218542,3.090743177510594,5.702048305170482
4.500431839396738,4.452220552826678,2.6373690565613064,3.354485748545525
3.69483812080761,3.3752168328274608,3.971938801217488,4.974753250414956
4.207864924731065,4.784084116094192,3.131221000211452,4.6697803687441874
3.815981114862215,2.95927901918593,4.546238605975093,4.7775847827493205
4.220126537331536,2.342026182649636,2.083629926776497,1.515442261938813
2.0943079945969645,4.967773284276684,3.818013193604377,17.33243660454963
3.727595386967308,1.152043972443952,4.383988509449697,1.8516483646024011
3.6415592024178274,3.745203710023679,1.6726225002901811,2.3714448602257807
2.7711597456902526,3.5524108305249635,2.848408825947867,5.7130467128568645
2.098788188439165,1.8645723630364488,1.8697177926922683,3.172789951340592
4.6427663500233285,2.6662666341360204,1.1919776196351988,0.8724496304435924
2.8416631199380227,2.144660363290036,2.947211976453441,3.432098215837701
4.926409091801235,3.4276848483947533,4.993918559738127,4.359601503846116
3.233526679700562,4.946855832169923,1.929944921110438,4.274477388397185
4.42304322600832,1.392254586110627,2.8985110908993184,1.1789115978833054
3.113800887526744,3.4554707546000167,2.6108761828177123,4.268049250449654
3.259416426443126,1.5299982317240732,2.798831001655482,1.895271023663683
4.582454956901643,4.269189451385901,2.256757922388076,2.6893644812001622
3.052929255086897,3.5560777547462163,4.18155683232392,7.243279910785198
3.383966495690463,3.500022530769184,4.307356018918183,6.323848569814532
