gamma,pr,rho,c
2.257507755307932,3.0428934761004425,2.7013742576671693,1.5946508970408515
2.8918766592936684,4.665771997240692,1.3594140874426597,3.150472956988047
4.284616967626047,2.178009514505947,2.941049665408992,1.7812903236329365
4.219255218781639,4.893892650615011,3.132520002609068,2.567427514074605
1.6913025720581634,3.7349089162396143,2.1766817157020326,1.7035433817644434
2.715943709642454,1.5258957850560289,4.860970749137703,0.9233392879352946
2.04272843610522,1.171457200687381,1.110934273122531,1.46765624805742
1.72323593384665,1.9667177976492427,3.7197161777698233,0.9545276061831915
2.342598487920569,3.163755069286736,2.8102899316492205,1.62395799849279
3.5074692108602608,4.2438549914270265,1.187413873616893,3.5405941079186314
4.764509493514517,2.816424150745048,2.26019096186109,2.4366074134076223
3.4492394099971717,2.873078625484104,3.17020409958337,1.7680388907248743
3.337144717429508,4.012401930675381,1.5215252619870832,2.96653961277568
2.1516866360171187,3.743498029481074,4.90862754481663,1.2809974806892026
4.685263214308073,1.144509681253671,3.089210472635967,1.3175071574169457
3.8884701654596334,3.923998425292447,2.049012020425123,2.728861817640273
3.88236706207806,3.920985752342,4.599025798776236,1.81933638923572
2.186424562366105,3.2766786692634366,1.3482051585466637,2.305187115610691
1.9918030861451717,3.520340486083614,1.699323379745703,2.0313161403648787
2.331377309426814,3.182751954674068,3.724189585996654,1.41153544687161
3.0302096636766023,2.29582425090774,1.1206274202121391,2.491581149805145
2.748519512766793,2.653939310793537,2.686329209036665,1.6478409410154524
2.7740604313776824,1.3886073650059791,4.820565248462822,0.8939201116058448
2.209403632764111,1.692744471168894,2.7600226022923025,1.1640641505821832
3.848329156822121,3.479016510766556,1.0048099101249868,3.65024820150295
1.0466586120816703,4.619179156670948,2.592751029481741,1.365540299188596
2.161135373310384,4.167818739631425,3.181068988659767,1.682708364439539
4.3846916920950605,3.743602140982742,1.4995319987324045,3.3085408823395634
3.921276466171296,3.544553241492034,2.7650030717931307,2.242057128869541
4.819321839629939,2.472378392084929,2.429815408756829,2.214439368207326
1.9424007468266304,1.3805645461923364,2.290869738738164,1.0819260523942178
1.4332184352917308,2.735889024930974,3.4711979937434245,1.0628347328351535
1.0513531981185418,1.5522417391209702,4.381608388760284,0.6102913563071203
4.819267004389067,3.2767571645685347,1.4079019419619074,3.349086919867305
2.237290434190268,1.8650095933355344,3.694616303123116,1.0627155779307236
2.0596329313973243,1.7153177649399538,4.3918074418312525,0.8969031745027576
4.160858990071198,2.427432357374685,4.117681506101075,1.5661692450019755
2.263839468263192,3.466236167011702,4.414641837232945,1.333227155667019
4.169076589865,3.226183219374787,3.2396275593337567,2.037590505782308
4.301504225149791,2.6601899141085297,3.794167794561592,1.73663372834461
3.078262258588253,1.6378305903570989,2.0572091026792667,1.5654820032174972
3.860843222091662,1.0958657277752173,2.820772562314976,1.2247169273186171
3.8622164918857513,1.245135438954822,3.1572302289615117,1.2341657159139638
3.691815851633812,2.974504057794429,1.8772887818797728,2.418587230021549
3.610961407161791,4.277427532653489,2.905981626533028,2.3054532586786056
4.086271271790579,2.382814130554628,3.6646243994171495,1.630023802338433
1.6527753074672926,4.735744345379143,3.5613811543240814,1.4824901090504443
2.477892789754618,1.5289234833426586,2.050116093641768,1.359392608343272
3.5891803722721343,2.621304509169666,4.86515435159695,1.3906187082503136
2.549760997178073,4.434411591145571,1.3179697554270362,2.9289706179305406
4.533004125944615,2.2068225207910186,3.7318938568932647,1.6372391436263063
1.951881700409932,2.032709593202314,4.169795538356282,0.9754545401570072
3.3701594747905714,1.208288327431155,4.54519121094515,0.9465301167499404
2.3263052676906666,1.5136338579588204,4.263864284239717,0.9087451006595644
4.936419813615269,2.887761786413286,1.0323011329034006,3.716066900157573
3.948336509025199,1.7577738505317964,2.447459053419443,1.683956475126312
1.423035305049218,1.669780101460114,2.159115227636061,1.0490581641032228
2.4371256218117603,1.0058040148241894,2.739623758598349,0.945910787292828
2.854220298707589,4.771004663713296,2.7702078187646646,2.217136799882093
1.2144354753257731,1.6310356906155872,4.145818834905819,0.6912160193667686
4.753280775017947,2.19323425965828,3.449073441202596,1.738553357340882
3.6607073894410416,3.5565404063936987,4.706119350482684,1.663278267458307
3.6990271036601454,1.7228512807935017,3.266623795452799,1.396748106032902
2.9512193305190206,4.472128279943653,2.920356895012826,2.1258856720488133
2.7333153462926623,4.717342013039254,1.6679472482286304,2.780368735886144
3.1177394140600136,1.5133840648808017,2.1985967689535557,1.464946256581953
4.827423011612298,3.462162021413294,2.2244326917179587,2.741080168822407
2.703118478985409,1.7407927417932063,4.1884405168767005,1.0599366232841985
1.0493918325778422,4.725694763422609,4.705351226870208,1.0266103774712156
1.589444050123641,1.6504660208655206,4.391245955176478,0.7729155324520502
2.314880849343841,4.574880959885455,1.243146987967494,2.9187236626958364
4.903925500373052,1.1393586725697888,1.7608935020654035,1.7812940519016065
3.2275770623145728,4.939896384688476,1.0301598107601009,3.934095774865293
3.649226114641626,1.2963073382137025,3.699320991552662,1.1308197069290145
4.010092582571673,3.8373387516277777,1.7870747433926577,2.934410790157984
2.5658083430709167,2.150481019199529,4.9410730032061405,1.0567427527165052
1.7847808380631434,2.054603346144192,2.20703446480884,1.2889969367630922
3.046899944830135,1.7679491080783376,3.141417384614089,1.309486889739688
1.573148828071226,1.3434252269213958,2.459541904854544,0.9269675730017296
1.4449693596616102,3.8601049475780167,1.4927472395192654,1.933017281981538
2.864726306456452,4.156784750252019,2.908639054828342,2.023370531232473
1.0525750831697818,1.2667286139742266,2.549636512038815,0.723151344629751
2.7273753917008907,1.0977292456204162,1.7878753777135103,1.29405118424793
1.3254218583830526,1.7480499206407676,2.010482587712348,1.0735043824003447
3.8440181096841473,1.068691033150174,1.5685739075769711,1.618327082323714
4.5925008609903255,2.243474829463863,2.536634848100303,2.0153767618060967
4.465726748615189,3.111986949096989,3.0518070162289583,2.1339607283862674
1.1656287866606956,3.2158329991300096,1.5770487807283615,1.54171576150355
2.1100506122414804,2.2727166903186338,1.3581528341909297,1.8790778134347912
1.1692391445890484,4.506861545599112,1.9019440072831209,1.664523449629378
4.069549809606539,1.027092251600851,4.450268194502648,0.9691362054494824
2.4238354196423257,3.726302892081551,4.821870061099155,1.368620021878929
3.450244922392964,3.5866432209311108,2.403257644262032,2.269179677078325
2.1892309579007443,4.78889233473144,2.974153804164159,1.8775072175260965
3.0273637073623934,1.173071857937971,4.010201480586511,0.9410474272096456
2.63859514621904,1.327930996760677,4.040971023366369,0.931174910070818
4.38973537234025,2.592280220697107,3.764141979003477,1.7387099729893958
2.465892506296401,2.038732724874979,3.7862579860205767,1.1522908578954172
3.0184332838016483,3.9973957493844585,3.0313432685981545,1.9950868423171844
4.493385322218732,2.197481807999686,4.275169712378334,1.5197522517576774
2.5134592542422376,2.3440071627541625,3.173434880003475,1.362544190687234
1.12570428357477,4.70049486801943,1.694871594263862,1.7669145630439445
2.755567641979784,2.0927021218869224,4.185143462019984,1.1738269346453147
4.214450690899145,3.086219852486656,3.901473878153271,1.8258687977136077
2.077367394262229,2.795034819427043,1.8468041809078863,1.7731269964002867
1.835826816561376,2.3557584399027616,4.158985989401588,1.019735418491866
2.534281762808899,2.7316374246148265,2.259831093969172,1.7502536266873308
1.526906345503694,3.2539169532618097,2.329290011391818,1.4604868470547032
3.977589060540357,3.961206850098508,2.1614725597778284,2.6999073037757446
2.2705751932167595,2.996661121303069,3.097402334221101,1.482135639237278
2.83025982714246,2.554610659778461,3.776668197169189,1.3836335940511002
1.4758639585623556,2.770836541279362,4.9141054279292415,0.9122342669522698
4.369569731351049,3.5116733258032924,3.3430709029172867,2.142414987211726
1.8053456439937223,4.578306970532729,2.504741378341488,1.8165660366798095
2.8059104658695544,4.232656506536003,2.823242735570563,2.051017224384158
1.770905275600649,2.361860357556307,4.01438389298683,1.0207404457395912
2.833917825710372,4.701542965897648,2.26450981484142,2.425642132165287
1.5675143452973668,4.697117406015458,4.862677362965689,1.2305060185299257
2.4605808305570336,3.080727120384918,3.649061222527339,1.441301567997234
4.263585157642607,3.529053196920285,2.037425600672411,2.7175384270272525
3.2662335429542777,3.621783770153629,3.346887021170168,1.8800281418325877
3.1791034402817773,1.576897246352546,3.704753201843328,1.1632535481403037
1.217673047874447,4.241464005979776,2.6040953213713505,1.4082987732719474
1.3110675615866412,1.4137206921930685,3.890192767880697,0.690253762131554
4.408668416341281,1.5366311962634605,1.4373884319470256,2.170958233538976
1.3099590924167588,4.923493182300155,2.570410623469859,1.584033213615187
2.666081322326926,2.724394038730922,1.8527796170652715,1.979975310021402
4.227595043908318,4.07137685545663,2.032753945814175,2.9098790341234144
3.802933335574378,1.4911845874646357,3.0018847198324576,1.3744471789795822
1.933421879319121,3.323766653725776,3.250693717742428,1.4060169351011569
1.0174726681495456,2.6529296137632703,2.262489933691504,1.0922722794594495
2.739996450118856,1.544732530514329,3.030752181377391,1.1817522370558142
1.1331068275156553,3.989477440890113,1.8613753638601904,1.558391081937308
4.337841803576169,3.818631706221063,4.148531763446886,1.9982210613114395
4.311119281139998,2.380108700895497,1.151309476420832,2.985364580719537
1.936857244284615,4.438384110386444,1.133333306493896,2.7541172313734403
2.9765418488615896,1.5431552488075693,3.731004644642923,1.10955264180929
4.91580003467454,4.377175640903308,3.212952175422445,2.587867046739769
1.9354224265039568,4.14384334042486,1.3935267111988754,2.3990091250007097
3.259075213517644,3.771314578598315,1.3924993518008444,2.9709549797102253
1.5997718199283906,4.49792830505025,2.7252301335746103,1.6249263987910358
3.522676131740068,4.750290320426412,4.020809810630342,2.0400446338894365
4.047585082370298,2.989519339275929,3.3183643191839205,1.9095746664955884
3.417951807081312,4.30402079184732,4.401405137647389,1.8282032419825625
1.091483389713756,3.826297262107573,4.674900441237048,0.945173933221468
3.032656148830991,2.7894209297999666,3.514093644603269,1.5515363259384176
1.2887146037345856,4.200998112652808,3.921411428957714,1.1749879508606522
1.3461016515801734,3.9176398850541783,1.5238815251306457,1.860268288703424
4.370994881466665,3.7545703597481785,4.908105687297569,1.8285772812129408
2.2659202590219683,3.964440057954688,2.337465487119639,1.9603816805407224
2.4410414096370334,1.7102707043492995,2.288519736374476,1.350649526434094
3.175845041910074,3.313879309949248,3.800904748318892,1.6640045236819103
1.9277646935921,1.3063331534455158,3.0198607074363,0.91318870213681
1.6494220891286315,1.5053646588367164,2.432008538213529,1.0104253035847557
3.057318940282521,2.8755270265957598,3.216248631009862,1.6533100021103135
2.8780407174806286,3.768243169268511,1.1180911605771415,3.114435350493105
1.5447059407313124,4.670176478358071,4.989105606022834,1.2024809531232248
4.88809284732384,1.930250377837032,1.4569555478521048,2.5447984735102613
1.605942053142119,3.956135625439771,1.774246646905952,1.892315403983323
2.125996427728213,3.434713791759395,1.5932816223933537,2.140820568925868
3.990913115975433,1.1332115108438363,4.788311807061182,0.9718526284862848
2.285274606716209,2.30033414165382,1.669175603449886,1.774653808222714
3.324551867756731,2.1327994250941558,3.153639764906984,1.4994622012138132
1.9747719663657135,4.043823233998137,1.5699704540176316,2.2553233621569446
3.8583965340239375,2.8532211823254,2.314018766708179,2.1811609350371888
1.1959184293684504,3.603796043881916,1.606113552839771,1.638108854952627
3.0538185794791093,4.634215192772867,2.7963684827653417,2.249637358652804
2.966455336172988,3.413283073506977,2.240519721429545,2.1258404916953597
1.8141160908460117,2.986826207576215,1.9902439849579507,1.650001558309282
2.685687285313452,3.95691209547014,4.9175555683038334,1.4700472184016704
3.266069680423012,4.525693131058187,4.341485885635057,1.8451686946854915
2.7020107786544303,1.6611658730621932,2.2333949555200285,1.4176442911783005
4.445677007885379,4.880002250659659,2.6978823480757743,2.8357468686378144
1.383647040875803,4.022559010564529,3.7796452535841207,1.213496005747941
2.455921885952093,2.603231474101853,1.328131989057069,2.194032463943208
1.6447384250432586,3.2857868799421497,2.993772380411968,1.3435651371186552
2.7256368588611326,3.5926184862430715,3.35872329500258,1.7074674515178765
4.910752026357073,4.39798646691901,1.7962535489681877,3.4675052475625403
3.484745293433552,1.1968381787129163,1.1235805090993285,1.9266425122972963
2.7951344320118743,3.870593443370712,4.843505146146524,1.4945493004410628
2.8074101837379484,4.558905718410801,2.3343179853670764,2.341548904944553
4.462459469787062,3.667264901181884,4.19423988974372,1.9752935704963324
1.672388437853408,1.1280567615820165,2.591762915225599,0.8531716561799978
1.457909920807968,1.0299797830420632,4.583808463386289,0.5723562962642381
2.9551312932168274,2.125935317617071,3.584816639105623,1.3238230556932746
2.71103354925173,1.7789686975311518,2.449473211571754,1.4031860295537184
2.08717553409314,1.4499386724460042,3.641326224093559,0.9116423877499508
4.810594204534818,4.859943645647944,1.221339731372849,4.375188167797855
3.1401667673012112,4.301997215058773,2.129192327409724,2.5188596692332537
2.1541159251593065,4.843260401664214,4.270683254110994,1.5629848362312635
2.562476082587246,4.463412040932221,3.484735682220282,1.8116674413417797
1.5785270048456028,1.7442514842489385,3.6984261026220526,0.8628237398429254
1.456690334895188,2.3914924637785493,1.0791668645839372,1.7966927968024178
2.4295441575677894,4.664558498696609,3.4411734028077285,1.81473991529892
1.9438158495031392,3.058935423540512,2.530401363247168,1.532914765287177
3.651578218344576,4.107069067411608,3.598437461901524,2.0414997326918423
4.324627137886182,1.5579134657262124,3.941990606879128,1.3073389716622124
1.0149418530178265,2.184953432533258,2.485465611489607,0.9445779303393638
4.391250572446445,4.116952088415115,4.946906172135433,1.9116799249871583
3.111272613700722,3.615989728733639,4.07788250927724,1.6609833260756584
2.8729289780565046,4.17175446126167,1.8976821522675684,2.5131017809789857
3.984815776555793,1.066215568888928,4.917510818983692,0.9295097977898196
4.524875241110567,1.2603616991858044,4.092611367289106,1.180458300075082
1.7854844087446748,1.658471954813669,1.5749806714454089,1.3711800404972383
4.755702780065447,2.8394449317590733,2.5550070517584498,2.298942059615768
3.2758053782500096,1.778719046759802,3.674907438736089,1.2591849409998022
3.235982261979403,4.590426113682509,3.991508394017385,1.9291279951158464
1.9913152699483048,2.7239455116665514,3.246436642713188,1.2926047698383174
4.051452992553124,4.771454430287365,3.6936449982364055,2.2877218291447763
1.2311674146792684,3.611181480846625,2.8235581949168878,1.2548298521688943
1.6416721449349545,4.924435735258816,1.0137304614472833,2.8239708106141115
4.402436067889724,3.014416747879586,1.7275751113048328,2.771594600683496
1.8606202782216523,4.190546095128356,3.273419096085924,1.5433462825761797
2.926192236295782,4.274045273529131,1.9856994283807168,2.509656196439832
3.5271023829309387,3.015070106215632,2.273527910987903,2.162756348249185
3.47801988302824,2.7862539513661586,2.8786541103831498,1.8347700260179507
1.4397046085210756,3.603352526596333,4.263541361059291,1.1030744705543538
1.1794206515215857,2.318831612279764,3.215947384835669,0.922177459734659
4.879545557335561,1.031517886860735,2.828644046560888,1.333948061529425
3.408683867651604,1.4257002551353173,2.776777257792848,1.3229302722224503
1.9734918505270884,3.8704377722111416,2.812476546480033,1.6479850158737666
2.2254193872209744,2.6781460216064987,3.804520302406781,1.2516217654997233
1.3561745915157024,2.919690956342149,3.6847262464819774,1.0366296585991537
1.7195941374200654,3.734197288727619,2.8509274398149618,1.5007851560252847
3.997215530355192,1.0173168647760915,2.958138364125067,1.1724589959590996
3.824625067549341,2.993519276479219,2.0607722856246458,2.3570590380954908
2.0970872229272666,1.7672489660317452,3.7658747338158194,0.9920285711562756
1.0221394334221765,2.981064953898331,4.220564936550858,0.8496801995819967
1.0930564804463865,3.3389243832430417,4.499034155867722,0.9006684469648094
1.858507717404668,2.424931696406988,3.112730935054797,1.203264624003208
1.2818287371156298,3.7119634018767673,3.6438948584829527,1.1427044694803383
4.955080513526619,1.5117675311132763,2.857905160741063,1.6189892245435238
2.205056802266816,4.175195843100328,2.731483606332691,1.8358999806009
3.781263148712215,2.888870915177824,4.400444224294967,1.575557505860088
3.0865804505685817,4.09930468063447,2.6837792083442173,2.1713033768775016
1.626290246791139,4.984185504922223,3.3466230107237704,1.5562978992103895
4.05493768249457,3.388461346888516,1.7359365688673107,2.813367291861953
4.902558449081057,2.6479393620250757,2.2628978427180506,2.3951511947143405
1.014854509377082,4.914714497008637,2.0377736094827448,1.5644910145444588
2.8348648571052983,2.7250569483020657,1.870797558011013,2.032078936569852
3.47947500501278,3.2281995889135118,1.0556231187336511,3.2619898322820484
1.2783194568433545,2.4948320048225296,3.53902032270495,0.9492898223685248
4.659177954637993,3.1738598633222206,3.174789792175211,2.158196754955158
3.708137646855319,4.9533478871060925,3.98447878052482,2.1470471392653945
1.8540055150804096,2.3636728526699,2.5055649739417776,1.3225020680588844
1.6627187213384342,2.1488485520280545,4.890636564632976,0.854731288521018
2.2854324504780137,1.4773147609379325,4.015373944381718,0.9169754638630768
2.442544955127041,1.76745677311508,3.801073307721365,1.0657186367923124
4.148461771620564,4.905574715424006,2.429544284564651,2.894183636751628
2.162914698281091,3.608836085148973,3.7882617968021,1.4354341762721468
4.94996027087292,1.2535881440298082,2.7862973141723284,1.4923289584708423
1.8432518246788905,1.5533781115568686,1.0714176414866494,1.6347506939303769
3.622233115080376,4.9920727318651705,3.9734881222653535,2.133254600233613
2.5778631117773734,4.013389003392069,1.3956490702627162,2.722685251781772
4.162831124131947,4.465885136681776,2.6345297833111183,2.6564192244127405
4.649252338984756,1.448141388013939,1.7245489738320194,1.9758741344958544
3.617513642076362,4.531201203833129,2.6627066758587383,2.481133306750916
4.687115092780905,3.8775166441223616,3.5564427097693705,2.2605896542975508
1.6114856318538822,1.1559531885960164,3.9732405138058975,0.6847166914761857
3.708835812950656,2.36815268756324,1.3078751059553184,2.591436177048032
3.1237090073988627,4.361104498987505,4.1451078939538935,1.8128656156634744
2.798863097018252,2.283437675470497,1.0856170851705604,2.426314392777594
4.890546302105874,2.693133017201081,4.883870479004213,1.6421980069736637
3.094442095102432,3.8228981544848377,1.4715444349949012,2.835311986669433
3.8166102852900106,1.5018222369852825,3.684147650601571,1.2473250943702363
1.157361930457598,3.4419976460520023,4.5113283223785,0.939696617092674
2.8362474986774,1.8553487668503903,3.8948550972306495,1.1623560767177636
1.5475766842531056,2.133346752351265,2.638435044658377,1.1186226562087789
2.7530859063327053,4.803592999087442,2.414031104355641,2.3405695590289666
2.7822303392655856,2.4640406850142065,4.8215665715431095,1.192412155343516
1.8092814348888455,1.9831036711787409,4.727640044370791,0.8711713238624855
3.61880978925352,3.870183783617881,1.53757762414372,3.018075831422704
4.121128503422295,4.719757410068773,4.605129891559626,2.0551663227257198
3.4541712534744784,4.8611411045007005,4.190750572720637,2.0016822590054533
3.08161869094772,1.2191784870901985,2.7246489991341285,1.17426958936699
3.5276493917183744,1.253859051652184,1.7696688554037512,1.5809606597855888
3.6457394929476417,2.466103304116634,4.65698020037709,1.3894606541080232
1.4627363147668315,3.691621102168646,2.5270637218488807,1.4617849463571309
4.01687568432755,2.290547886492983,2.314713823626141,1.9937248903775884
2.5532558467900093,1.823484927058768,1.0557237443980323,2.1000184568466542
1.777965757228244,4.069011305533597,1.4049496824411616,2.269215593257877
3.6265656145390697,1.049081999735992,4.48419533070065,0.9211073045972138
1.864207774993195,2.8972158004681887,1.8046236201186965,1.7299926630843776
3.4915675283191163,3.603032528590537,4.491007218721592,1.6736800439744484
2.6307428090262386,1.783947032325892,1.1056473542136414,2.060259181368828
1.610611219680104,2.8338475176599256,1.842175440650461,1.5740484828962742
4.406933123786899,1.4286756891162198,3.214739490973621,1.3994653972985582
3.525955160541562,1.360906826033757,2.627048625949279,1.35150772682758
3.8799466332680126,2.889662290729774,1.671652124635702,2.5897835563940164
3.264354747471424,4.25577329781558,4.92319965670639,1.6798255893765126
2.344033147858485,3.2358778085564865,1.0805935479504276,2.6493952065865893
4.999679290611199,3.021161473567453,3.777960131347761,1.999536596241713
4.73621879355628,2.349220606912743,3.209066637231793,1.8620374504457236
4.029415543761981,4.315679836402524,1.5175715941049708,3.385096420636053
3.919403479349592,3.574030104568731,1.572138397442381,2.984995650257222
1.6227583532114669,2.636628249584764,2.2734555774583534,1.3718547799373009
2.0422378931279663,4.313528967922066,1.7805875536975866,2.2242718107728385
3.217576409899849,2.148965652296929,1.753512119671222,1.985750980474379
1.548864367595591,1.5920276493006713,1.8123344241067207,1.1664411369438716
3.7828776430578657,2.7845642836231197,4.8204994900818114,1.4782359186080485
4.445652127505057,1.1080127703455247,4.09780343883194,1.096388722478109
4.602620818197771,2.2059407748431337,2.06000679371042,2.2200624772540323
1.942822132563556,3.149886264205469,1.3223865697563246,2.151219582084141
1.5390915094726876,1.042357406117968,3.71414193091468,0.6572208028113627
2.760048869731869,4.061637968910191,2.8927783737507187,1.968572482257947
2.113122464959744,2.080900305201857,4.720668414088145,0.9651309046049092
4.939874325307606,3.280668072757777,1.808887627731172,2.9931832209820155
2.4471615650784684,1.936034042301852,1.543575469042381,1.7519587733424251
1.7749843827612135,3.222901494585304,4.474687643359883,1.130679248848863
4.274796451625796,3.387463757974148,2.1549541916479265,2.592244892662785
2.902888470635975,3.971695554220815,4.5178590346441,1.5974850871230282
3.282216806539321,3.4303073037318126,1.7989822874218548,2.501708492239454
3.904790308855771,2.425690520210662,4.862529998731227,1.3956785599769193
1.9339082160210064,4.862479823828922,4.648105545171446,1.4223577545599877
3.757490511259684,1.1919285507661543,3.46352614351523,1.1371423199727022
3.471140046254852,1.4647308178437384,2.868429447994159,1.33135198884991
3.092852817294383,1.9714539662009332,1.9467920996000987,1.7697550465302272
1.1923883006044624,1.1684938778822311,4.655248935532844,0.5470797238453231
3.196364951634296,3.336089360405334,4.695346037905978,1.506999871611795
3.155840505532542,2.8286305516528487,3.302475631665013,1.6440909020910135
3.298762309931168,3.824011433876642,3.9069943311068736,1.7968578135283508
4.344224370198617,2.930796550876762,1.7611267572054787,2.6887699882153133
1.4589456904680138,4.731356137934066,2.894653792562752,1.5442374062102389
4.921816000074459,1.8350676345086463,2.0589417357558064,2.0944340807057307
3.7373633675742775,4.659299923062818,3.825276786949976,2.1335929288282585
4.559731007076335,3.0210968781976386,4.027679210402431,1.8493729491789013
4.151534948764109,2.7790440686192053,3.0728693739288344,1.93767089728952
1.9731381509090096,1.6889424510066693,2.7004530163785354,1.110881821246385
2.28483069142904,1.2210092978655211,3.473461254771465,0.8962006778401718
3.5411873589320297,4.449430182826612,4.764753486694033,1.8184712222113613
3.943026362809952,4.519084004395715,1.408680574056461,3.556589850186413
3.3368325338910845,1.9367532693807683,4.767798706353966,1.1642477270830134
2.4813989766220272,1.1602219079215312,3.877570522631492,0.8616660416223191
1.102345697631521,2.1477551485444115,2.2526382513374275,1.0251928364328746
2.881175185846889,4.337013267118331,3.780190311385216,1.8181234815352043
1.7832137285339549,4.264521197759507,3.367776771170877,1.502675444920717
2.5289663848050328,3.530525979014939,3.636794034237156,1.5668660880469352
4.038499314469954,1.2057634786563245,4.412792175553001,1.050471640354367
4.168638715156149,2.443128786651907,1.517349400930731,2.590761952667717
1.8154652453229465,3.8469616338502384,2.8307918364,1.570720565306482
3.0761490576420103,2.946767745981643,1.610277999846761,2.372609210185368
4.605856183686736,3.715760622278272,1.6169865545402584,3.253312982125064
3.717233098171732,3.2999531075302686,2.042794962395096,2.4504813012366906
1.0416790563703713,1.0563841165273575,1.299027000341055,0.9203834665929462
2.9909739302000107,4.025921353963391,3.2004383883391894,1.9396984631351972
1.5208212533874907,3.630896599704928,4.403708326573102,1.1197904363033198
3.774269789531581,4.022558363554697,2.471529139607262,2.4784763538629937
2.6496363523392725,4.112576922025386,1.8788244590723704,2.4082804002038127
2.500484333257255,1.7406012679573313,2.0531286906840323,1.45597403714121
1.2212072428352585,2.0978488289696995,2.0699367443372485,1.1125082585026915
1.5639771805121714,2.8340321546642127,2.1498575325620743,1.4358621660662712
3.825662796692166,3.14058861979284,1.378089840888411,2.952705306430869
4.432447167465351,3.4233697595892227,2.316653557816826,2.5592820027342045
1.0274262530698055,2.879780409875336,4.043480176061924,0.8554159755222401
3.423911382100761,1.245336676704337,2.425950528321009,1.3257562316113365
4.824291257050472,3.2823369582179844,3.507926047726764,2.124629105360998
1.305588747761199,1.809144851970811,2.889816568117616,0.9040755645482064
2.676021009692682,2.6797135780218237,2.331328841674167,1.753828727725259
3.6356504409283374,2.6514062183540146,4.873941384419368,1.4063358388038254
4.001745510516987,3.631529525009711,3.458802309136944,2.04977717488696
3.8147519485928023,1.1235317922453412,1.8493274519023863,1.5223654760587728
2.2071672960342634,4.78031443363138,2.8868667963708354,1.911756104145316
1.5670517156850146,2.2719537312107705,3.8489679365988807,0.9617656441638642
3.1386105749796407,4.0761678949344295,2.2571538195147363,2.3807520708544905
3.854825308158624,3.0728068576783105,3.674499027051265,1.7954400730885738
3.2860961160250644,4.375026194233506,1.7771794617183447,2.844230681981045
1.4181845696797537,4.451202437321417,1.0293461288507744,2.476420173213618
1.1700281763464244,1.4214480872131028,4.170553760822731,0.6314904687206818
3.163430668615154,2.2444884423795246,3.205751612434565,1.488239791982832
3.480338478737365,2.53382647309613,1.0191436515664294,2.941585488802204
1.8210978592068527,2.442527135712265,4.233630871915996,1.025014114880808
2.7667709532277587,4.920680670431192,4.004104214837527,1.843938825282767
3.9044321442761145,3.914347018221328,1.9159288623759427,2.824352585699329
1.890304668162592,3.5420368680520173,3.329686613059744,1.4180474461553632
2.687434847208756,1.1522322592213583,1.787843579377672,1.3160555699045742
4.670907203645374,3.0848375883167893,2.7249828795526967,2.2995077767473115
1.394636616344143,2.496879405116671,3.3108635139092124,1.025554338954662
2.293612724197976,3.822694965238718,2.7058132726271023,1.8000971965038894
3.443480785887885,4.291105670665251,4.022698845147799,1.9165699577664592
3.829208616153564,4.154366916183543,3.287808663379654,2.1996504481412336
1.9311669775465004,3.335200996521305,2.188407777825834,1.7155634868474348
4.14678898550156,1.867641982104168,2.061267928500192,1.9383649982227968
3.6864500336435366,2.053338567586956,1.7215913011843291,2.096859967481145
2.1984414587646937,3.480287383111176,2.5738865568715745,1.7241311783066715
3.8019420361355416,4.365086380006213,4.293023312965561,1.966154055423166
4.530490746424082,1.232084999653294,4.846062551128716,1.073243955358287
1.1951165889105373,3.134064683708296,3.113640826907913,1.0967934761061564
4.322646970054151,1.021819684347748,4.046055966476079,1.0448310576666258
2.5905154011049767,2.6226406211571853,3.6657178996006072,1.361391268897656
1.013072471951714,1.871742390285308,2.168636120214148,0.9350825485466984
4.334718204883701,4.038247693708401,3.54614507243356,2.2217677702043903
4.126176280915486,3.688668861004781,1.5077088586853744,3.1772397007483693
4.863651962177682,2.712364732737511,1.894483873203237,2.638820400692657
3.812075117528469,3.321315497923707,2.4938721671037123,2.253194574363336
3.353191840965206,3.7463344784202457,2.778872818637808,2.126170751969988
3.900024484194673,1.9333219469392988,3.055395344908632,1.570912700804128
2.155175747597872,1.576954750108032,1.6197952552017183,1.4485080069839689
3.380219874268186,2.8177943605404305,4.367971985667133,1.4766827480536449
1.4359943985931691,2.9949608955764933,3.4003760488350725,1.1246269249186474
1.5737978595052784,3.9136193301408544,1.5374941800345,2.001506593461541
1.108554751958788,1.1122008947077917,1.3957184438197827,0.9398775697570034
3.2765185556385195,1.2418339938499603,4.457655806262486,0.9553990871820576
1.3577671108525506,1.6357595097718076,4.861222395125724,0.6759267345720825
1.4150383316337587,3.3450497844315423,1.2670051478888982,1.932841338229719
1.0535362091677962,1.4400461809594305,4.72221213173515,0.5668135148717671
4.2353889381895895,2.686142403192423,4.910404464965792,1.5221327571897696
2.4208959482149117,3.909544140326648,4.270410386677432,1.4887312879787462
4.2823227926796985,4.476957840892744,1.1404338668172858,4.100116054180105
1.896091043385479,2.6131007198237914,3.348714958646773,1.2163780571630431
3.0683008087970034,2.936261854434651,2.148120164068787,2.047939265829643
4.352627665730236,4.158929869153522,2.232985461517734,2.8472369419201424
4.131723422991701,2.5452206749517727,1.941720699657945,2.3272067188069707
2.483490979449277,4.301506198976126,3.1237627236729706,1.849279481189989
